review,tanggal komentar
😏m.,2025-06-02 03:31:46
agya vs brio? mending brio🔥,2025-04-23 12:41:45
harga kes nya itu apa DP??,2025-04-23 10:12:59
bismillah BRIO,2025-04-22 05:50:57
Brio 170 mah dpt yg second kali 🗿,2025-05-07 14:54:17
Ayla itu matic atau manual ka?,2025-04-22 03:46:03
di jalan lumpur aman ngak ya,2025-04-22 03:43:57
user Brio sini kumpul 🤩,2025-04-22 02:28:28
tim Agya 👍🥰,2025-04-22 02:24:48
sampai kalimntan beda lagi otr brio 256 otr ayla 265😅 metic sih ads gua beli,2025-04-21 10:40:57
ini harga second apa bukan?,2025-06-12 05:26:18
bismillah semoga bisa punya buat keperluan mudik Aamiin 🤲,2025-04-22 05:40:55
itu bukan harga baru oyy,2025-04-22 03:37:16
harga baru ??,2025-04-22 02:44:10
datsun go 2 baris berapa bg?,2025-04-22 03:00:37
it bner ad mobil hrha sgtu?? aku kira mobil 300keatas,2025-04-22 02:03:50
"dalem hati ""oh murah yah ga yg 200an"" padahal duit di mbank sisa 200rb😭",2025-04-21 16:47:56
mungkin dia kredit ka,2025-04-21 15:56:20
udah ngutang calya mudah mudahan lulus baru 2 tahun masih 3😇😇😇,2025-04-21 13:28:47
Aku baru beli Brio E Satya Oktober 2024 harganya 203jt kalau ga slh tp dpt diskon jadi 180an.,2025-04-21 12:33:03
Allahuma sholiala sayydina muhammad,2025-04-21 11:04:56
raize / rocky ga masuk ya ??,2025-04-21 07:19:54
saya cuma mampu calya... dah ga kujanan...,2025-04-21 07:08:33
kalo sdh sampai di kalimantan beda lg harga ny😭😭,2025-04-21 06:19:21
Mna ada harga segitu🙏,2025-04-21 06:35:38
bismillah semoga ada rejeki kebeli mobil🤲🤲,2025-04-21 05:56:26
gasss langsung pc,2025-04-21 05:48:55
biarpun LCGC tapi bnyak yg gk bisa beli....😁😂,2025-04-21 03:02:29
datsun go ga produksi lg ya,2025-04-21 02:19:26
Belum ada yg bisa aku beli😭,2025-04-21 02:10:13
Dikali 2 kali ya😫,2025-04-21 01:41:16
mgkn ini sesuai kota ya. Ayla ku Type X MT th 2024 blan 7 .178 jt Setelah diskon jd 171jt . Sigra ku type M/MT th 2021 sih harga 158jt Setlh diskon jd 149 hehee Area ku Jatim,2025-04-21 01:44:39
Ayla g ada harga segitu woi,2025-04-21 01:09:27
Tak sholawatin dulu😁 allohummasholialamuhammad 🤲🏻🙏🏻,2025-04-21 01:04:50
apa daya yang kredit bulanan menyala,2025-04-20 18:50:01
punyaq sigra tipe R tertinggi masak iya harga 140 an🤭🤭🤭tipe rendah mgkin yg D,2025-04-20 18:31:44
disini brio udah 200san,2025-04-20 16:54:00
LCGC = PROGRAM SUBSIDI PEMERINTAH kalo ngga di subsidi bakal 200 ++ walapun harga kalo di cicil diatas 200 jtan.. LCGC baru bener2 kurang aja harga nya,2025-04-20 15:38:07
buset brio dh sampe 170 🗿,2025-04-20 15:41:54
BRIO pling keren,2025-04-20 15:26:58
ini harga daerah mana?,2025-04-20 13:53:13
Ini baru apa second,2025-04-20 14:07:11
"Itu versi terendah ya kawan2, kmren beli sigra yg R biasa aja udh 185an jt blm yg deluxe",2025-04-20 13:49:15
sigra matic enak ga sih? mau beli tpi masih bingung nih pilih manual atau matic mau dipake buat sehari² soalnya,2025-04-20 13:48:16
ayla skrang..desain keren..,2025-04-20 13:22:31
masa?,2025-04-20 12:35:21
beli dmna ayla dan sigra baru dpat segitu?,2025-04-20 12:30:34
Ayla temenku beli 2022 175 barunya,2025-04-20 12:16:21
Kalo raize termasuk lcgc bukan ya ?🙏,2025-04-20 11:58:30
brio 200 lebih deh kyk nya,2025-04-20 11:35:55
IHHH KOK PADA NANYA MOBIL LAIN SIHH. YG LCGC YA INI DOANG BERLIMA,2025-04-20 11:11:38
No.3 harga mahal spek beda jauh sama no 1 2,2025-04-20 11:26:58
info area Pasuruan ap sama hrgny,2025-04-20 11:20:33
brio not LCGC if you have brio RS,2025-04-20 10:55:26
harga nya tertukar,2025-04-20 10:13:19
spresso mana,2025-04-20 09:55:47
Daihatsu ayla ganteng,2025-04-20 09:54:43
Ini cash nya atau dp ka?,2025-04-20 09:46:00
Itu bner brio segitu,2025-04-20 09:20:10
LCGC harganya dah gak ngotak cokkkkk,2025-04-20 08:53:45
mobilio?,2025-04-20 08:44:15
pgen Ayla 😭,2025-04-20 08:28:54
bandung 200 juta calya metik. ...,2025-04-20 08:17:37
tetap mercy s class th 2005 🗿,2025-04-20 07:53:53
"di kalbar calya type g m/t 220jt, tpi di daerah jawa kok undur 200 ya hmm",2025-04-20 06:32:29
punya Agya di bilng mobil jelek murah.dia g tau hrgnya jg SM aj brio,2025-04-20 10:24:42
gw bsok mau bli lah.. pnya dwt 300 masih kmbali banyak...,2025-04-21 04:13:13
minimal pajero lah biar gak di sangka mobil murah,2025-04-23 12:31:30
perbedaan calya dan sigra,2026-04-22 07:06:35
"bismillahirahmanirahim ... labbaik innal 'aisya 'aisyul akhiroh allahumma sholli'ala muhammad, kunfayakun toyota calya. Aamiin🤲",2025-04-20 14:41:35
Seharga brio kuning cintaaaaa @Mayuuuu,2026-01-22 09:49:38
@syafiqa @uwawww @rrainbowsug4r231 ndk mau ko bllikn ka🥺🥺,2025-04-24 09:34:42
@Malik Ishak 🤭🤭,2025-04-21 08:27:34
@AstroBoy91,2025-04-20 11:36:04
@Yan,2025-05-18 07:09:07
@Tyas @siiiiiiiiii @Karinnw123 @jeee pilih pilih😅,2025-04-23 14:21:36
😳😳😳,2025-04-20 06:20:32
😁,2026-04-20 12:36:30
🥰🥰🥰,2026-04-09 11:51:25
😇😇😇,2026-04-06 12:54:25
@♋MLQ ELANG♋ GPP ini aja,2026-04-04 14:31:51
😳,2026-03-28 14:40:17
🥰,2026-03-24 13:51:10
"padahal ini program pemerintah, yg ramah lingkungan dan irit... to sayangnya jd bahan ejekan orang2 kaya dan berduit",2025-04-20 06:40:08
🗿,2026-01-18 08:23:33
😁,2026-01-12 04:38:54
😭,2026-01-03 17:21:27
😅,2026-01-01 02:48:09
😁,2025-12-26 20:11:57
💐,2025-12-25 10:01:34
🥰,2025-12-10 05:50:03
😂,2025-12-08 17:20:06
😭😭😭,2025-12-02 17:27:43
😊,2025-11-08 23:40:22
😅,2025-10-31 02:06:04
😈,2025-10-12 02:56:36
😅,2025-10-09 06:03:13
😁,2025-10-08 10:55:37
🥰,2025-09-28 04:50:31
😳😳😳,2025-09-10 23:16:26
🤭,2025-09-08 13:45:51
🤭,2025-09-06 11:11:18
🤣,2025-09-05 14:03:46
😁,2025-08-25 14:14:38
🥰🥰🥰,2025-08-19 22:45:17
🥰🥰🥰,2025-08-19 13:33:10
🥰,2025-08-11 08:34:32
😭,2025-08-09 14:48:59
😁,2025-07-19 13:21:54
😅😅😅,2025-07-18 05:20:09
🥰,2025-07-12 23:47:13
😁,2025-07-08 21:52:05
😳😳😳,2025-07-01 11:25:45
🗿,2025-06-29 16:35:29
😁,2025-06-21 10:54:39
🥰,2025-06-19 10:40:29
😭,2025-06-19 04:31:45
😂😂😂,2025-06-19 00:00:41
😁,2025-06-18 13:27:37
😁,2025-06-17 09:21:59
🗿,2025-06-17 06:49:58
🥰,2025-06-16 20:36:21
🥰,2025-06-16 04:22:22
😁,2025-06-16 02:27:52
🗿,2025-06-15 13:53:10
😂😂😂,2025-04-20 15:05:26
😁😁😁,2025-04-21 03:52:28
🥰,2025-04-21 05:14:11
@Ciprut.85,2025-04-21 08:36:16
😅😅😅,2025-04-21 13:43:57
@Raden masdito.,2025-04-20 14:29:27
😂,2025-06-13 11:10:31
🙏,2025-06-12 15:40:52
😂,2025-06-12 15:19:50
😁,2025-06-12 14:29:15
🤣,2025-05-17 00:13:47
😏,2025-04-27 13:26:29
😁,2025-04-27 10:04:22
🥰,2025-04-23 11:09:23
🥺🥺🥺,2025-04-22 08:04:31
🥰🥰🥰,2025-04-22 05:52:16
LCGC itu artine opo ya,2025-04-20 03:22:59
"yaris,baleno,karimun wagon,espresso",2025-12-07 09:32:21
awal th beli PO 2bln Agya hampir 200an kok itu murah bgt 😌bensin irit bgt ....,2025-05-01 07:35:30
pengen agya GR turbo ya allah😋🤣🔥,2025-04-23 12:39:00
"mau tanya dong guys kenapaa sih LCGC dipandang remeh sama orang-orang padahal kan budget ku cukup nya buat beli itu, jadi agak ragu2 mau beli 😭😭😭",2025-04-23 07:03:56
"pingin beli tp gk bisa bawa mobil,gmn ini .... punya suami kerja dibengkel mobil udh 20 gk bisa bawa mobil gmn dong.kemana² bawa motor",2025-04-21 07:44:57
"Mau jual Avanza dan niat ambil ayla atau Agya,. sarannya dong yg udah pakek,antara 2 ini lebih work yang mana. secara harga kan lumayan lebih mahal Agya tuh,kalu mesin2 sama mau ambil ayla aja 🙏",2025-04-20 13:41:28
nglindur yg bikin Lis harga,2025-04-20 06:20:21
"kocak yg ngasih harga😂ngawur gak ngerti harga mobil apah yah, itu mah harga bekas like new",2025-04-24 02:34:23
knp d sepelein siii.. harga nya aja segitu.. gilaaa..,2025-11-05 03:57:04
oh ini yang di keramik,2025-06-19 06:17:45
😍,2025-06-18 17:44:06
ini harga 6tahun lalu iya.,2025-04-24 03:02:01
sigra gpp yalloh🤲🤲,2025-04-23 15:41:34
Tuhor ma di hita,2025-04-20 14:14:21
🥰,2025-06-07 08:05:54
😹,2025-06-03 22:12:28
😁,2025-06-03 04:26:42
😁,2025-06-01 09:54:03
😁,2025-06-01 00:42:46
🗿,2025-05-31 02:42:08
😁,2025-05-25 07:47:22
🥰,2025-05-24 00:04:34
🙏,2025-05-20 15:40:43
😂,2025-05-19 07:28:02
👍,2025-05-19 03:03:03
🗿,2025-05-18 23:25:27
🥰,2025-05-18 14:42:12
😹,2025-05-18 10:40:34
🗿,2025-05-18 10:40:40
🤭🤭🤭,2025-05-18 04:36:12
😂,2025-05-17 23:24:30
🥰,2025-05-17 17:26:19
😭,2025-05-17 14:49:07
😫,2025-05-17 11:07:07
😭,2025-05-17 05:59:02
🗿,2025-05-17 05:27:30
😂,2025-05-17 05:11:02
🥰,2025-05-17 04:08:27
🥰,2025-05-17 03:51:03
❤️,2025-05-17 03:40:21
🥰,2025-05-17 03:16:24
😇,2025-05-15 17:46:14
😳😳😳,2025-04-22 06:47:14
@Sandiegoooo🍌🍌🍌 wes duwe gambare karek bayangno cah😂,2025-04-21 08:33:24
ayala kok model yg terbaru jelek bgusan gen sebelumya😳,2025-04-20 11:59:43
harga nya ngaco tahun 2021 aj OTR calya di 189 masa sekarang 169 kalo bekas mungkin iya tapi kalo baru yg ada makin naik lah,2025-04-20 09:05:58
🔥,2025-06-02 00:29:32
🔥,2025-05-20 15:40:45
💋,2025-05-17 03:48:52
alhamdulillah punya ku uda mau lunas sigra wlwpun murah meriah😂,2025-04-21 10:12:34
nyesel Ayla.. padahal harga nya beda tipisss Ama sigra,2025-04-21 09:52:39
toyota agya 170 an,2025-04-23 03:20:02
harga nya di iklan dengn di dealer jngn di samakan,2025-04-23 14:43:19
😁😁😁,2025-04-23 05:32:02
😊😊😊,2025-04-21 12:43:53
bismillah ayla,2025-04-21 09:50:05
mauu bang sigrra nya,2025-04-20 11:24:24
