review,tanggal komentar
"Krna status sosial bhkan yg bilang miskin pun belum tentu kaya, karena yang benar benar kaya gapunya waktu untuk menghabiskan waktu hanya untuk merendahkan orang lain",2026-05-04 08:40:48
"Tpi LCGC type AGYA itu udh mewah loh, dbnding SIGRA D kaleng yg suka gradak gruduk kyk angkot",2026-05-03 10:49:45
"Mobil lcgc dibilang miskin, trus yg punya motor doang dibilang apa jir 😭",2026-05-03 06:51:41
"LCGC emang program mobil murah awalnya namanya aja Low Cost, program jaman SBY, banyak fitur di cut dan down grade biar murah 😮",2026-05-03 01:54:23
Coba aja suruh Elon Musk atau Harry Tanoe beli LCGC dan suruh pakai harian ke kantor. Pasti Ogah. Karena LCGC emang didesain untuk yang kagak punya Uang banyak,2026-05-03 00:15:43
Mati aja lah lue 😂,2026-05-02 16:46:24
"Kaya ato miskin itu ngomongin tentang metal nya, bukan ke alatnya.",2026-05-02 06:17:10
Lcgc yo ttp ae regane 221 jt. Yo nk miskin opo yo iso tuku..,2026-05-02 01:48:01
"Yah pea aja yg nyalahin benda mati wkwk udah jelas2 kelakuan drivernya Krn bnyk sopir online yg mana bukan pk mobil sendiri jd seenaknya 🙌 toh kalo mau di urut pajero fortuner, lala move, plat f, dan anomali lain jg bnyk dijalan",2026-04-28 16:27:07
"Disyukuri aja apapun mobilnya, byk orang yg pengen punya mobil masih sebatas angan 😂",2026-04-28 12:43:29
jujur yaa padahal klo org miskin beli sedan 90an 🙏🙏 saya salahsatunya 😂😂,2026-04-28 07:33:41
"Karna murah, cicilan nya cuma 4jt an dp 20jt dan rata"" mobil lcgc itu kredit Mohon maaf jika tersinggung",2026-04-27 21:30:00
Kalo mobil kaya namanya HCGC (High Cost Good Car),2026-04-27 19:15:39
Sebenernya bukan mobilnya yang salah. Tapi gengsi orang miskin yang memaksakan beli mobil sampai harus cari yang paling murah dan itupun masih ngeden buat bayar kreditanya.,2026-04-27 05:35:24
wkwkwk,2026-04-27 03:28:22
Komennya ngeri2..hidup itu di syukuri..beli mobil juga bukan pakai uang mu..😂,2026-04-25 14:43:17
Saya beli LCGC tapi cash😂,2026-04-24 08:03:16
😂😂,2026-04-23 10:10:54
👀,2026-04-23 02:43:34
LCGC tapi Agya🫣 harus nya Ayla M atau Sigra D laaah🤣 Agya G skrng udah kaya bukan LCGC fitur tampilan bagussssssss🔥,2026-04-22 16:30:12
Namanya aja “Low Cost”,2026-04-21 12:32:23
"Ga pernah nyebut mereka miskin. tp sering ketemu driver LCGC ketika bawa mobil, masih pakai mental nyetir motor.",2026-04-20 12:36:40
maksud nya tidak ada keterangan ? LCGC = Low Cost Green Car = low cost tu arti nya HARGA MURAH dan green car tu arti nya RAMAH LINGKUNGAN . ditambah lagi bank jaman skg menyediakan program DPmurahCicilanRingan . maka banyak org miskin seperti aku bisa memiliki mobil . ak tohh gaji ku 3jt / bulan bisa pnya juga mobil LCGC walaupun kualitas nya buruk @ainulmardiansya_,2026-04-20 06:44:18
😂😂😂😂😂,2026-04-19 13:25:25
"Faktanya begitu, orang yang hidupnya mepet biasa naik motor maksa beli mobil ngandelin jadi taxol buat bayar kredit, makanya di jalanan srampangan karna terbiasa bawa motor",2026-04-18 11:50:56
LCGC LCGC ntarr tuhan murka sama orang sombong bisa hilangin harta dalam kedipan mataaa😂,2026-04-17 18:52:07
P,2026-04-17 15:40:46
intinya yg salah drivernya bukan mobilnya yg LCGC ada dan yg bujan LCGC jga ada😂😂😂,2026-04-17 01:49:14
"Org marketing menggunakan kata ""miskin"" Dan ""murah"" Itu adalah kata yang tabu digunakan. ❤️",2026-04-16 10:37:37
Keren nyetir manual 👍,2026-04-16 07:38:29
Berarti anda belum menerima kenyataan kalo hidup emang ada kelas kelasnya . Kalo paham pasti gak bakal nanya kenapa land cruiser bukan LCGC 😂,2026-04-16 05:29:42
Sebenarnya masalah nya bukan di LCGC nya sih,2026-04-16 05:17:23
"LCGC msh tergolong bagus sih, sy dulu malah mobil suzuki carry disaat org udh make xenia yg awal"" keluar cuma hrg 60jtan apa 90jtan gtu.",2026-04-16 04:51:35
Pertanyaan gw LCGC kenapa belakang nya rata rata pada penyok. Kira kira knpa tuh...,2026-04-16 01:13:43
"LCGC sekarang jangan di anggap remeh ,karna harganya Uda hampir 200an juta",2026-04-14 15:58:43
"Terserah mau pakai mobil apapun, yg penting jangan ngawur kalo berkendara. Kita di jalan saling bersinergi",2026-04-14 13:45:22
LCGC ga dibilang misquen kalo kaga utang,2026-04-14 11:37:26
"lcgc selain sigra calya, saya masih positif thinking",2026-04-14 10:40:49
Setau saya hanya gas tiga kg saja,2026-04-14 09:16:04
yg ngomong ga ngerti dan ga tau arti miskin . mobil masih ratusan juta kok dibilang mobil org miskin.,2026-04-14 01:31:45
"Yg penting belinya cash bg, dan langsung pakai gak banding2in atau bahas barang orang",2026-04-14 00:43:10
"W pribadi menghormati orang punya LCGC,toh beli pake duit sendiri. Cuman kalo d suruh mlih i Will say no. Safety nya kurang (bgd malah), kenyamanan kurang, CC kecil,7 seater tapi😅 (Calya sigra). Di harga segitu Bs dapat second R3 / Avanza / Rocky/ raize yang nyaman bgd tahun muda si. Krena beberapa content creator dan Tokoh otomotif sndiri merekomendasikan mobil second dgn harga sgitu. Jauh lebih value for money. Kecuali buaT Angkutan Online nah itu beda tema (produktivitas).",2026-04-14 00:42:06
"Klo aku Beli berdasarkan fungsi sih, mau org bilang a,b,c biarin aja.",2026-04-13 23:56:46
tanya SBY krn LCGC dicetuskan zaman beliau,2026-04-13 23:38:35
"Gpp mobil kaleng krupuk, yang penting mudik kemarin bisa bawa beras 2 karung. Alhmdulillah wareg",2026-04-13 16:26:58
Mobil sama aja. Yg membedakan cara bawa nya. Tau aturan maen & beradab,2026-04-13 14:01:50
"Gak kok... LCGC tetep mobil mahal bagi saya, soalnya 1 LCGC bisa buat beli mobil saya 5 biji, yg bilang mobilnya kyk kaleng krupuk, emg ada orang bawa mobil mau ditabrak2in 😂😂😅, orang waras meski punya mobil yg full besi juga gak ada bakal punya niatan buat ditabrak2in",2026-04-13 12:28:29
"Supirnya yg ugal ugalan mobilnya yg di salahin,aneh",2026-04-13 11:34:42
"Saya pake Ayla 2017, yg penting bisa bawa keluarga luar kota nggak kehujanan n kepanasan, nyampe tujuan dgn selamat sehat walafiat udah alhamdulilah. Apalagi mbl juga udah lunas 🙏🙏🙏",2026-04-13 10:45:31
Intinya mau jenis mobil apapun ga berpengaruh pada etika mau mobilnya lcgc kalo etika berkendaranya baik ya baik. Apakabar yang sering jadi cowboy jalanan biasanya jenis mobil ya itu2 aja,2026-04-13 10:28:07
Bukan Mobilnya Yang jelek Tapi Drivernya Kebanyakan Nyetir Seenaknya aja,2026-04-13 09:03:28
"intinya enggak kepanasan kehujanan, tinggal yang bawanya aja kudu low ego",2026-04-13 08:46:57
Atrah ancokk,2026-04-13 08:44:15
"Mobil LCGC bisa lebih murah karena pas beli mobil baru ppnbm nya cuma 3% dari harga mobil dari pabrik sementara mobil Avanza misal itu ppnbm nya 15%,...bayangkan jika LCGC ppnbm nya sama kayak Avanza 15% sebenarnya harganya ya bisa 170-230 jutaan",2026-04-13 08:22:06
Logikanya gak masuk orang miskin mampu beli mobil? LCGC rentang harga memang murah dibandingkan mobil BARu lainnya yaitu 150-200 jutaan tapi jika dibandingkan Honda beat ya jauh wkwk orang miskin makan saja susah kok beli mobil 150-200 jutabwkkw bekasnya pun masih paling murah 80-140 jutaan,2026-04-13 08:20:35
tapi biaya parkir dan tol sama aja kaya non lcgc harusnya bisa lebih murah kan 😢😢😢,2026-04-13 07:06:48
"Mau dibilang kaya, mobilnya bukan lcgc, tapi beli bbm nya masih pertalite. 🤣",2026-04-13 05:25:51
"Kalau menurutku mobil miskin itu mobil yang dibeli dengan cara NYICIL alias KREDITAN alias KAUM SAMPAH KONTOL.  Karena jujur aja mobil mobil dari PAJERO NYICIL , FORTUNER NYICIL , AVANZA NYICIL dan jenis jenis mobil nyicil lainnya bikin nambah kemacetan dan kesemrawutan dijalanan dikota kota besar.  Kalau aku jadi presiden KUPASTIKAN kaum SAMPAH NYICIL nggak mampu beli mobil karena SISTEM NYICIL AKU LARANG DINEGARA ini",2026-04-13 05:14:51
Kelakuannya dijalan mencerminkan kelakuan orang miskin.,2026-04-13 02:06:27
"Yg miskin itu mental nya biasanya , cmiiw",2026-04-13 01:15:05
LCGC itu bukan miskin kekayaan tapi miskin akhlak drivernya,2026-04-13 00:46:35
"Sebelum ada LCGC ,, dulu Xenia Avanza yg sering dihujat",2026-04-12 14:49:54
