review,tanggal komentar
"aku jg bangga punya sigra berkat mobil itu sekarang saya bisa kebeli pajero cash bukan ngutang,,dripda punya mobil bagus tapi hasil ngutang krna tpaksa🤣🤣",2025-08-27 14:19:09
Aku brio satya gx pph yng penting gx ujan ke ujanan panans gx kepanasan,2025-11-17 07:40:22
"Honda jazz...pionernya mobil kecil de besty dah,",2024-12-28 06:57:17
tapi kalo Brio RS dia bukan lcgc,2025-07-08 06:43:30
Slide k 5 mkir mobil lcgc apa aja . Slide k 6 oh aman mobil gue gk msuk 😭,2025-03-19 13:33:34
Aku brio RS tahun 2021 termasuk juga ga?,2026-05-27 12:11:03
"Alhamdulillah punya calya 🤲meskipun LCGC tapi bisa buat usaha dan anak2 ku gak kehujanan, lebih utamakan fungsi daripada gengsi 🤭.",2025-02-27 06:09:45
otw beli LCGC... biar gak makek Scoopy aja,2025-04-06 03:24:59
"bismillah punya mobil anak aku kasian banget aku bawak naik sepeda motor rambut nya sampek jegrak ke atas tapi dia senang kenak angin 🥰🥰🥰.. bismillah sedang berusaha nihhh... 1 persatu... rumah... mobil aminnn 🥰🥰🥰anak jugak mau sekolah nihh..,,",2025-04-10 23:55:13
cung yg nyasar ke sini gara gara ibu nawar keramik pake KAKI 🤣🤣🤣,2025-06-20 10:22:54
mobilku brio.. aku pilih brio karna suka mobil kecil..ga suka mobil besar2 kak,2025-04-24 01:22:17
aq aja mlah pengennya mobil tua kyk carry adiputro atw espass 🤭🤭🤭,2025-04-27 12:47:40
mobil ku Mobilio termasuk ya,2025-07-13 07:26:41
"gpp yang pntg terlindung dr hujan dan panas..dan bisa bawa keluarga , ortua utk jalan2 .. nyenangin hati keluarga kl bepergian gk perlu repot pakai bus atau travel krn ada mobil ..",2025-02-20 08:41:45
Gara nunjuk keramik pake kaki jadi pengen beli mobil,2025-06-15 15:45:30
aku punya Sigra aja udah girang hasil jerih payah alhmdulillh jadi punya biarpun murah 🥰,2026-05-15 11:30:23
Avanza apakah termasuk LCGC kah???,2026-06-13 10:35:43
klo APV msuk mbil apa min?,2025-07-15 23:10:28
"Aku suka brio, tp lbh suka honda Jazz, apkh JAZz Trmsuk mobil lcgc?",2026-03-28 10:16:52
murahnya berapa si? 20rb dapet ga,2026-04-21 13:13:20
ternyata esspas ku aman🤝 buat narik angkot👍,2026-01-21 08:31:12
Calya putihku berarti mobil LCGC 🤦‍♀️🤦‍♀️🤦‍♀️😁😁,2026-02-28 22:19:03
izin bertanya. jika (misal) honda brio di swap engine pake mesin L15A(1500cc) / B16A(1600cc) FREE itu masih termasuk LCGC atau tidak? mohon dijawab serius🙏,2026-04-11 07:27:02
"berarti Kijang Super tahun 1991 ku bukan Kategori LCGC,,, diatas 1200 cc",2026-02-28 04:43:25
berarti Honda jazz tdk termasuk LCGC ya,2025-06-17 01:57:45
baru tau kalo.brio masuk LCGC soalnya aku pake brio 😁,2025-06-17 10:49:06
Civic turbo ku gak termasuk Lcgc😂,2025-12-05 15:27:02
ayla qu ternyata lcgc,2025-04-26 22:47:08
Brio enak buat gocar buat narik penumpang irit bensin lagi selagi ga gangsi knp hrus malu,2025-02-08 15:30:58
Jazz 2013 gue brrti bukan Lcgc ya,2025-01-04 06:50:21
datsun bukannya lcgc,2025-01-05 10:27:03
kijang kotak masuk lcgc kah,2024-12-28 07:21:39
terios masuk mobil apa min ❓,2025-07-13 05:18:58
Alhamdulillah honda jazz gue gak termasuk LCGC,2025-06-17 06:48:01
bahasamu itu loh ngak ngik nguk yg bikin sy ketawa ngakak 😂,2025-04-30 00:35:11
yg penting gak kehujanan... dan bisa stay berACE.. kalau kita selalu bersyukur insyaAllah rezeki akan mengalir deras 🤲🙏,2025-04-14 17:05:09
Bismillah smg bisa kebeli mobil lcgc 🥰,2025-04-18 12:28:35
lah klw aku ada yg ngasih brio LCGC juga bersyukur banget 🤣 inget ya klw ada yg ngasih. klw beli kek y ga kebeli 😅🤭,2025-04-09 14:15:44
pengen banget punya AYLA walaupun kerjaanku ngupil doang di rumah sambil momong anak 🥰😌,2025-04-09 06:12:52
kalo punya nya LCGC ya gpp intinya bisa ama keluarga dan ga keujanan,2025-04-05 08:15:04
gpp agya murah yg penting punya 😇😇😇😇,2026-05-15 11:27:09
Ini termasuk lcgc gak om? nanya dengan nada rendah🙏,2026-03-03 08:40:39
pdhl brio masih tinggi hrganya😭,2025-07-04 06:21:45
ertiga g termasuk kah? 😅mobilku itu soalnya 🤣,2025-06-19 11:55:50
"gkpp punya Sigra lcgc yg penting bisa Bawak anak dan keluarga ku nyaman gak kehujanan kepanasan, bersyukur banget🥰",2025-07-16 03:01:35
gue malah klo ad rejeki mau beli mobil yg standar²aja... gpp lcgc intinya bisa jalan²sm anak gk mikirin kepanasan atw ke ujanan klo pergi jauh.,2025-07-15 15:23:27
bismilah kapan lah aku dapat mobil lcgc. nabung brp tahun ya biar dapat 😭,2025-02-14 14:56:16
"mobil lcgc adalah mobil terbaik semua komplit dari harga nya iritnya dan hemat di kantong nyaman untuk keluarga dan kualitas nya juga, bagus keren 👍",2026-04-09 07:40:33
kirain gw mobil para LC 🤣,2025-07-13 08:01:49
Gara2 keramik nyasar sini😁😁,2025-06-19 12:14:37
mobilku HR-V 2022 tipe SE dan inova rebon 2019 termasuk gk?,2025-08-10 07:07:15
yg penting punya dulu. mobil apapu patut disyukuri,2025-12-10 00:47:01
"bnyak yg hina mobil LCGC,segitu hina nya kah mobil LCGC di mata kalian. menurut sya sesuai kemampuan aja jangan terlalu di paksakan, suka² hati lah mau beli apa aja",2025-07-15 02:05:31
"kumpul sini warga brio 😘, meski lcgc aku bangga atas mobil pertama ku😘,",2025-12-10 15:08:15
baru semalem laki gua survei mau beli mobil calya 😭,2025-04-09 20:38:09
"kok pada malu ya dibilang mobil lcgc? org"" ngatain motuba aja malah pada seneng loh, cara pandang aja gasih",2025-12-16 07:43:07
Yaris beratti ga ya,2024-12-28 05:01:04
"gara2 bu haju jd tau mobil lcgc, kiraen itu emang merek nya lcgc",2025-06-17 05:50:37
Yang salah bukan mobilnya tapi orang yang nunjuk pake kaki itu yang salah 😮‍💨,2025-06-17 13:23:13
lcgc juga cicilanya gede njir😂😭,2025-12-08 09:37:16
"alhamdulillah baru kbeli calya 2025,dipakai jalan pegunungan muatan full lancar jaya, bensin irit, bisa muat banyak keluarga, ortu, istri, dan anak2",2025-06-18 12:00:43
pdhl target aku pengen beli Brio😂🤭,2025-04-04 13:29:35
Brio ku LCGC Tetap Alhamdulillah karena sdh bisa jadi pelindung panas dan hujan di jalan🥰😇.,2025-12-04 03:08:10
Ayla di bilang mobil LCGC aku beli baru Ayla 2022 187 juta di bilang murah ngak papa yg penting bukan mobil rental😂,2025-10-23 10:40:36
kalo honda mobilio masuk kategori apa min?,2025-01-10 05:03:47
brio RS apa termsuk LCGC?,2025-09-05 08:59:16
alhamdulillah punya Agya bersyukur kemana2 nyetir sendiri tdk kehujanan dan kepanasan🥰🥰,2025-02-02 02:56:16
untung aku mobil Ertiga 😭😂😂,2025-05-19 09:29:02
Low Cost Green Car,2024-12-26 16:56:30
"sy dl prnh pny sigra r itu mobil bndel bner smpe djual gk pernh servis,cm gnti oli doang",2026-03-23 11:36:07
"kebeli mobil udah syukur,",2026-04-28 01:49:16
Jazz sama xenia 1500cc bukan lcgc kan..??🥲,2026-05-15 12:56:12
"Alhamdulillah punya Agya,,, yg penting anak istri gak kehujanan,, mau mudik gak ngerepotin orang",2026-02-28 04:41:11
naik tangga itu yg paling bawah dulu jgn langsung ke atas,2026-04-29 11:39:37
ki kira mobil untuk bawak LC,2026-02-20 06:18:04
vios gk termasuk ? atau masuk kah ?,2024-12-28 14:44:58
yang penting punya mobil dah gitu aja,2025-04-29 04:40:41
Mobil gw agya 2017 masuk lcgc tapi asep item nya ngalahin asep pabrik🗿,2025-05-14 06:53:54
"kekurangan lcgc memiliki tenaga kecil, bobot ringan..... itu apa gampang terbang klo dibawa ngebut ya 😩 eh tpi apa bisa ngebut",2026-05-17 13:05:43
bisa kebeli mobil calya udah Alhamdulillah bgt sesuai kemampuan aja yg penting gk keujanan kepanasan bisa muat sekluarga,2026-01-26 02:12:31
Alhamdulillah beat ku ga masuk daftar lcgc,2025-04-08 14:00:50
hidup di era saat ini harus efisiensi..jadi berbanggalah yg punya mobil LCGC...👍👍👍,2026-05-27 08:44:01
Ngga papa yg pnting ngga mksa 😂dunia mh ngga ada hbis2 ny orng aj msih mnghyl kita alhamdulillah punya menyala agya 🤣,2026-04-19 04:11:07
bagi kita yg hidup pas2an ini bersyukur bangat deh kayak nya KLO bisa beli mobil ini dengan cash..,2026-04-26 13:56:41
KIA Rio ga masuk?. Padahal harganya lebih murah. 😅,2026-05-13 06:14:57
Amaan mobilku tidak termasukk,2026-03-15 21:25:22
jazz ga trmsuk ya😌,2026-03-16 05:21:36
mobil LCGC ini bisa di bawa di sitinjau lauik gaa?,2026-03-26 08:09:43
KLO grand Livina termasuk mobil apa ka,2026-03-11 14:31:06
low cost green car?,2026-05-24 04:22:41
Lolos dr kata LCGC tapi pd nanya trevel mana😂,2026-05-17 03:54:06
Xenia ku 2014 termasuk mbl apa 🤔,2026-01-11 14:14:03
yg penting ngk kredit....,2026-02-21 22:00:12
Avanza gak masuk toh min,2026-01-21 05:24:32
brarti mobil odong2 aq ga masuk kategori LCGC🥺,2026-02-26 23:09:34
Nggak papa Yg penting mobil😁,2026-05-15 09:22:58
alhamdulillah saya syukuri walaupun mobil saya sigra..,2026-01-02 08:11:10
Mazda termasuk gak nihh,2026-01-01 14:00:38
Avanza bukan LCGC,2026-03-01 04:11:55
bisa kebeli Avanza aja udah Alhamdulillah yg penting bisa bawa anak ga kehujanan kepanasan.,2026-04-21 12:01:43
"mobil apapun itu, paling penting beli cash😂,,",2026-05-18 06:54:02
Datsun gak termasuk ya?,2026-03-03 23:24:47
"penah make xenia sekarang ganti crv bbm sama pajak beda jauh anjir, sekarang malah pengen agya atau brio gak telalu nguras kantong bbmnya",2025-12-30 10:25:23
jd memang pemerintah sendiri yg bikin tambah macet yaa,2026-04-21 20:00:43
kalau cuma buat kerja. jarak 3km jalan datar. aman sesuai kebutuhan ja. nti buat ke kampung make yg pajero.,2026-03-17 09:42:56
malahan saya mampunya beli apv arena tahun 2005 😁,2025-12-23 04:12:51
Avanza dan Xenia bukan LCGC berati ya?,2025-12-27 02:07:26
"saya Brio udah nyaman bgt SM Brio,tapi untuk kedepannya kyane prlu ganti cz ankknya udh 4,untuk bepergian jauh kurang nyaman😌😌😌",2026-01-04 00:57:45
sigra gw 1200 apakah termasuk lgcg 🤣,2026-01-29 00:05:34
Nissan march LCGC kan ya,2025-12-25 03:33:35
Oww Lcgc tu mobil2 ini tooo,2025-07-16 02:01:57
Bagiku lcgc udah cukup kok,2024-12-31 23:47:17
Untung spark ga ikut,2026-01-04 19:11:02
Alhamdulillah walupun cm punya Chevrolet tp bkn LCGC.,2025-12-12 13:11:54
yang bagasi paling gede dn muat banyak org yg mana ?,2025-12-11 13:16:11
klw xenia avanza jenis mobil apa ?,2025-12-10 04:44:20
yg pntinh gak kehujanan dan gak kepanasan .,2025-08-12 00:16:55
kalau kijang super masuk apa kak?,2025-08-10 13:20:03
gpp lcgc irit bbm gak kna panas n hujan jd lah🤣,2025-08-27 10:32:50
Datsun ku kok nggk disebut ?,2025-08-29 08:24:01
Xenia gak termasuk berarti ya,2025-12-09 15:27:25
"user brio tp gak pernah pakek pertalite dari pada mobil"" yg tidak termasuk lcgc tp bahan bakar subsidi pemerintah 😏😏😏😏",2025-08-10 00:04:55
xenia 2011 termasuk LCGC ga? 🙏,2025-11-21 08:13:30
kalo grand civic harga di bawah 50 tp cc 1600 termasuk mobil LCGC apa bukan om..??? 😁,2025-08-20 16:55:06
"Alhamdulillah py AGYA, 2015 - 2025,ga prnah bermasalah,mesin bandel,irit,fitur lumayanlah bagus,,ga jauh2 amat ssuai thnnya..jgn dibandngkan motuba atau mobil 2025..ya jauh..yg penting ga nyiksa.😇",2025-05-11 01:22:33
Gpp lcgc yg penting punya gak minjem tetangga,2026-05-18 14:09:47
"gpp lcgc kek, lc karaoke kek, ygpntg bayarnya mampu, anak2 gw gak kehujanan gak kepanasan",2026-05-15 15:47:37
tapi kenapa bang ada yang gak suka sampai di hadang,2026-05-13 23:06:41
Avanza LCGC bukan? Punya nya itu ya disyukuri,2026-05-15 10:38:54
😄,2024-12-26 03:19:40
🥰,2026-01-09 04:02:24
🥺,2026-01-10 10:52:15
😁,2026-01-10 20:54:41
🥰,2026-01-11 07:59:20
❤️,2026-03-24 04:31:09
😁,2026-01-14 10:50:38
🥰🥰🥰,2026-03-25 13:54:50
🙏,2026-01-15 09:45:34
😁,2026-04-29 13:37:02
😁,2026-03-25 22:18:12
🥰,2025-12-14 13:36:14
❤️❤️❤️,2026-01-26 23:18:20
😳😳😳,2026-01-27 14:12:48
😂😂😂,2026-01-28 06:35:37
🥰🥰🥰,2026-04-02 10:37:24
🙏🙏🙏,2026-02-01 06:04:55
😂😂😂,2026-04-06 22:30:24
Sigra smaa calya bagusan mana,2025-06-15 07:24:42
gpp sumpah lcgc. asal punya dulu.,2025-05-20 19:14:16
xania 2011 1000cc nggak masuk,2025-06-12 04:25:15
banyak pake mobil CC tinggi masuk nya pertalite sulit...,2025-06-12 00:10:35
mending bli angkot ☺👌,2025-06-11 14:48:31
"LCGC low cost green car masih menjadi pertanyaan kenapa ada yang warna silver, kuning, dll.",2025-06-10 09:51:33
Alhamdulillah punyaku hondajazzgd3😅,2025-06-10 01:00:57
Kalau menurut GUA walaupun sudah di jual …ganti tipe lain…itu faktor yang bawa si ??? Bukan mobilnya’mobil engga mungkin jalan sndiri 🙃,2025-06-09 12:23:35
jadi tolong d jalur tengah ..kalo kurang dari 80 kpj...kayah akuh 🤣🤣🤣,2025-06-08 07:21:39
untung mobil ku kijang lgx tahun 2000 no minus 100 jt nego,2025-06-01 16:26:21
😁,2024-12-28 00:51:33
🤣,2026-06-05 04:41:50
@,2026-05-18 11:15:41
🥰,2026-05-14 13:24:48
😌😌😌,2026-04-15 01:28:04
😳😳😳,2026-04-07 02:08:52
😳😳😳,2026-03-20 14:16:34
🤣,2026-02-25 22:01:51
Jazz gak masuk ya?,2026-05-02 12:47:16
jazz LCGC bukan?,2026-01-29 04:11:52
aq yang mSih beat karbu🥲🥲🥲,2026-02-05 05:34:50
mobil ku Brio E ivtec termasuk LCGC jg ya,2025-08-12 09:18:40
kesini gegaraa emakk2 senn kiri belok kanannn😭,2025-08-03 04:26:32
ji,2025-12-02 15:42:31
"sering dengerLCGC,, ketemu VT ini bara tau apa artinya,, makasih,,",2025-12-05 17:10:30
lcgc baris 3 apaan yak yg bagus,2025-12-02 09:18:53
kalo Ertiga bagus ga yaaa,2025-12-02 05:18:31
kesini krn penasaran ternyata mobilku tidak termasuk LCGC,2025-10-22 10:29:03
Mang napa si lcgc yg penting kan punya mobil,2025-12-09 04:00:15
alhamdullh toyota yaris aku ngga masuk😫😫😫😫,2025-12-08 14:47:00
Alhamdulillah civic ku gak masuk 😂,2025-12-08 12:22:41
Datsun,2025-11-30 05:43:52
lha sama 🤣🤣🤣,2025-06-16 02:55:40
😁😁😁,2025-12-08 06:42:25
😁😁😁,2025-12-08 11:53:28
😎,2025-12-08 22:24:34
🤲,2025-10-25 09:53:15
🙏,2025-10-23 06:44:01
😋😋😋,2025-12-09 06:33:24
😭,2025-12-09 06:43:15
😁,2025-09-19 11:11:09
✨✨✨,2025-12-14 16:37:47
🥰🥰🥰,2025-12-16 18:23:30
😁,2025-12-19 06:24:43
😭,2025-12-21 05:05:30
😁,2025-08-12 02:58:12
🥰,2025-08-30 10:16:43
🥰,2025-12-25 12:05:37
😁,2025-12-29 06:22:50
😁,2025-12-29 19:13:59
😁,2025-08-29 08:01:15
😂,2025-12-31 13:45:54
😂,2025-12-31 19:53:24
😁,2025-12-31 22:21:07
🥰🥰🥰,2025-12-31 22:25:13
😆,2025-12-31 23:34:54
❤️,2026-01-01 00:24:12
🥰,2026-01-01 09:23:57
low avv lcgc gk KK🙏🏻,2025-08-10 02:54:22
Yesss datsun gak masuk,2025-06-12 05:57:16
Brio ku ternyata 😂🤣 ganti ah besok🤣🤣🤣🤣,2025-06-12 04:51:59
bnyak yg blum mmpu membeli mobil seperti itumalhmdulilah kt udah bisa naik mobil,2025-08-12 00:17:20
Alhamdulillah punyaku papanza😁,2025-08-29 07:17:11
☺️☺️☺️,2025-08-24 01:34:46
🥰,2025-08-14 13:43:12
😁,2025-08-27 08:16:58
🙏,2025-08-27 08:17:01
😁,2025-08-30 10:16:43
😳,2025-08-30 10:16:42
😳,2025-08-30 10:16:43
😁,2025-08-10 03:45:54
😆😆😆,2025-08-31 04:55:35
❤️,2025-09-06 23:16:31
🗿,2025-09-10 05:37:40
🥰,2025-09-20 12:47:36
😳,2025-10-02 05:06:45
😂,2025-10-23 03:58:52
🗿,2025-10-29 09:39:57
🥰,2025-11-01 14:39:13
😍,2025-11-02 04:25:18
🥰,2025-11-02 08:24:37
"intinya bangga lah punya mobil yg katanya dari kaleng lasegar...., Alhamdulillah bisa menghasilkan 7jt an perbulan",2025-08-14 04:35:09
😁,2026-01-01 22:44:33
😁,2026-01-02 00:35:07
😂,2026-01-03 05:19:00
😂😂😂,2026-01-06 08:26:08
😭,2026-01-06 09:03:08
😂,2026-01-07 12:11:17
😂,2026-01-08 02:48:23
🥰,2025-12-16 13:25:01
😹😹😹,2025-12-02 03:32:55
😳,2025-11-30 13:39:00
😁,2025-11-30 02:54:50
😳😳😳,2025-11-20 17:34:15
sedia jazz sebelum hujan,2025-09-21 14:15:33
HRV ga ya ka,2025-08-12 05:31:55
pgn calya gpp LCGC juga😁,2025-08-03 13:06:54
brio cbu bkn LCGC,2025-11-01 05:17:24
emang kalo LCGC kenapa? pliss bantu jawab,2025-09-11 04:08:28
blazer ku aman 🗿🗿🗿,2025-07-14 08:18:04
"nggak apa2 punya mobil murah, dari pada beli mobil mahal baru berjalan 5 bulan, muncul di MarketPlace take over kembali sekian juta🤣🤣🤣oleng kapten memaksakan keadaaan",2025-06-12 14:01:16
"kalau karimun, Atos termasuk mobil apa, kan mini juga tuh",2024-12-29 00:13:29
😔,2025-07-17 15:16:11
💕,2025-07-16 14:22:11
😂,2025-06-26 02:44:44
😂,2025-06-22 03:25:47
😂,2025-11-04 16:18:23
😂,2025-11-06 06:59:09
😁,2025-11-09 02:55:06
🥰,2025-11-14 09:28:51
❤❤❤,2025-11-18 22:53:36
😳,2026-02-14 13:43:48
🙏,2025-06-26 11:30:12
😂😂😂,2025-06-26 03:50:17
"Alhamdulillah punya Ayla, gpp LCGC. sesuai kemampuan aja yg penting anak anak gak kehujanan gak kepanasan🥺",2025-11-24 10:45:05
lah karimun gak masuk?,2025-07-02 23:23:02
"gara"" ibu"" nawar keramik pke pke cokor jadi nyasar ke sini",2025-06-13 01:24:15
Low Cost Getar Condition 😅😅😅,2025-06-16 19:56:14
seketika aku ngecek harga pdahal saldo rekening 25 rb hahaha🤣🤣,2025-06-18 00:33:47
🤣,2025-08-18 23:34:55
😭,2025-08-18 10:57:30
🙂🙂🙂,2025-08-16 15:42:09
🥰,2025-08-11 14:05:31
💃,2025-08-10 21:32:12
🤲,2025-08-10 02:25:00
🤲,2025-08-09 19:49:09
😅,2025-08-09 15:44:57
😁,2025-06-20 06:52:02
🥰,2025-06-17 15:04:31
😁,2025-06-17 15:04:30
😳,2025-06-17 14:39:11
☺️,2025-06-21 00:53:02
🗿🗿🗿,2025-06-25 16:53:30
🥰,2025-06-18 00:35:28
😁,2025-06-18 00:25:21
😂,2025-06-27 08:21:15
😊,2025-06-20 22:41:09
😂,2025-06-20 13:14:38
😂,2025-06-28 08:32:01
😜,2025-06-20 07:58:51
🥰,2025-06-20 07:26:13
😁,2025-07-02 06:41:27
🥰,2025-06-17 09:46:32
😅😅😅,2025-07-02 13:56:06
😂,2025-07-18 15:55:55
🤣,2025-07-16 12:30:29
🥰🥰🥰,2024-12-28 17:43:38
kesini karna denger omongan Timothy Ronald,2025-04-29 08:45:58
Avanza masuk gak om? 😁,2025-06-21 00:25:14
aman gua vario 125,2025-07-27 11:31:24
🥰,2025-06-17 07:56:19
🥰,2025-06-17 05:55:44
❤,2025-07-16 04:02:21
😂,2025-07-19 17:12:59
"ada apa dgn mobil² yg masuk list lcgs? toh beli ga pke uang anda² semua. masing²lah org beli mobil ada utk gaya kejar terget, dsbg. klo kita beli mobil yg sesuai kemampuan kmi saja dan yg pasti ank² ga pernah kepanasan kehujanan lagi lalu pulkam ga cape² nyari/tnggu travel pula asal ada duitnya tinggal gass. klo ada yg murah imit lalu cara pakai sama saja hanya beda d kapasitas,knp harus milih yg mahal hanya krn mikirin gaya hidup 🤡",2025-10-31 07:34:02
"semoga akhir THN BS kebeli Sigra biar lcgc asal kgunaannya mlindungi anakku dr hujan dan panas KL keskolah dan balik kmpung suami,,cpek tau naik mtor jauh, mna gak muat LG bertiga",2025-10-14 23:38:47
oalah LCGC itu artinyaaaaa,2026-01-20 11:27:55
🥰,2025-06-16 12:36:00
😂,2025-06-16 07:23:56
😁,2025-06-17 11:50:14
😌,2025-06-17 09:46:32
😭,2025-06-17 05:24:21
😅,2025-06-13 13:26:31
😳,2025-07-06 11:41:01
😊😊😊,2025-07-08 09:08:58
🥺🥺🥺,2025-07-08 11:04:35
@Andi DT,2025-06-16 15:28:50
😂,2025-07-08 15:41:11
🙏,2025-06-16 12:54:33
🥰,2025-07-10 11:21:32
🥰,2025-06-16 12:54:23
🥰,2025-06-17 04:29:42
😳,2025-06-16 13:00:25
😭,2024-12-24 02:17:00
😂,2025-06-15 19:41:09
🤲,2025-06-15 17:25:58
🙏,2025-06-15 16:11:04
😬,2025-06-15 16:03:26
🥰,2025-07-13 05:57:20
😭,2025-07-13 13:21:21
🤣,2025-07-13 13:21:21
🥰,2025-07-14 00:48:10
🥰,2025-06-12 22:27:33
👍,2025-06-12 18:36:28
😅,2025-07-14 07:50:58
😭,2025-06-12 16:20:35
😳,2025-06-12 15:39:38
🥰,2025-07-15 01:24:37
☺,2025-07-15 05:30:51
🗿,2025-08-09 15:19:59
😁,2025-07-29 17:14:36
🥰🥰🥰,2025-07-24 12:32:06
♥️,2025-07-21 11:58:24
🤣,2025-07-16 06:30:38
🤣,2025-07-15 15:50:16
🥰,2025-07-15 10:54:54
😂,2025-07-15 07:02:47
🔥,2025-06-22 11:34:09
😍,2025-06-20 16:18:32
🔥🔥🔥,2025-06-20 15:05:52
🔥,2025-06-10 03:09:47
🔥,2025-06-08 22:39:57
"intinya sama"" roda 4 😅",2026-02-06 14:28:24
🥰,2025-06-12 12:39:24
😂,2025-06-12 12:36:46
😂,2025-02-07 00:25:10
berarti rush konde nggk termasuk yaa,2025-04-12 04:05:23
enak lho pakai mobil lcgc irit bbm salon gratis kan rame di dalam... 😂😂😂,2025-05-30 15:30:59
"hemat bensin kok, enak kecil bisa sat set wat wet",2025-06-17 06:41:20
tapi punya mobil kan..Alhamdulillah bersyukur,2025-12-27 13:05:19
mobil kaum menengah ke bawah aja banyak gaya,2025-07-13 05:22:47
"gua Avanza berasa LCGC bodo amat lah, yg penting punya mobil cash nggak kredit",2024-12-28 05:18:00
Apa salahnya LCDG.. Kemampuan org beda2. apa semua org ya harus beli mobil berkapasitas besar? kan ya ga.. trus buat apa Pabrik buatin mobil yg berkapasitas kecil? Yg sirik pasti ga py Mobil BRIO😂🥰,2025-01-31 11:19:37
TONTON LIVE KITA YUU!! DP MULAI 3 JUTA BISA BAWA PULANG MOBIL 🔥🔥🔥,2025-04-29 07:49:15
"agea punyaku 🤣 bodo amat ah penting kagak kehujanan, beli pake uang sendiri secara cash. .bangga sih gue punya mobil agya🤣😁",2025-11-11 14:47:03
Sebenarnya yg banyak buat kecelakaan itu orang2 yg beli mobilnya kredit atau utang ke bank (Riba). Belum waktunya buat punya mobil malah maksa beli dengan cara Riba. wkwkwk,2025-05-21 11:31:54
🔥,2025-06-13 03:13:39
🔥,2025-06-17 13:12:07
😍,2025-07-13 15:53:00
tapi tetep nyaman kalau keluar kemana2 cuma ber dua saja,2025-07-14 04:25:05
aaman🤭🤣,2025-07-14 09:20:16
1200 mah gede motor Supra bapa w aja cna 100,2025-07-14 22:07:01
🔥,2025-07-15 01:01:15
kalo Yaris?,2025-07-20 15:01:06
"Gpp banget walaupun cuma punya Sigra R , lcgc juga nyaman ko..,",2025-07-26 20:27:15
Agya TRD bukan y berrti,2025-07-28 10:13:01
🔥,2025-12-31 19:53:25
🔥,2025-12-31 22:59:40
🔥,2025-06-24 14:14:32
"Bodo amat di ejek LCGC,meskipun impian jazz Rs.,dimampukan beli Brio jg udh Alhamdulillah banget ya Allah Bismillah 🤲🏻",2025-06-28 07:00:55
alhamdulillah cary bagong aing ngga ada,2025-07-11 05:17:15
😂,2025-06-09 03:35:50
🤣,2025-06-07 16:00:19
😁,2025-06-07 12:49:22
😂,2025-06-06 15:57:31
💪,2025-06-04 11:55:45
😁,2025-06-04 07:32:48
😂,2025-06-03 02:10:58
😁,2025-06-02 22:55:40
😁,2025-06-02 04:26:25
😂,2025-06-02 02:20:08
👈,2025-06-02 01:46:49
😌,2025-06-01 23:11:46
🥰,2025-06-01 15:29:07
😂,2025-06-01 14:31:31
😁,2025-06-01 10:00:36
🙏🏻🙏🏻🙏🏻,2025-06-01 01:15:58
😳,2025-06-01 00:56:12
🤣,2025-05-31 14:09:02
