review,tanggal komentar
Gak ada ke kurang an nya saya punya caliya mantap mantap aja irit di kantonh,2025-07-28 16:14:31
06:21  P U L A U W I N  kadang lebih nyambung dari circle,2025-05-28 16:14:31
lcgc tapi harga ga low cost,2025-05-28 16:14:32
"pengen beli mobil lcgc untuk mobil pertama gw, biar nanti kalau nikah, istri dan anak biar gk kepanasan dan kehujanan.... Bismillah Aamiin",2026-03-28 16:14:32
Mobil kecil dan irit.sudh cukup jadi teman kerja atau liburan keluarga.saya aja suka mobile lecil .agar dijalan raya dan parkir di gerasi lebih mudah,2026-03-28 16:14:32
Bang bahas renault di indo bang,2025-06-28 16:14:32
"Seperti adik cewekku kalo mau beli mobil yg agak gede bisa,tp dia beli mobil LCGC karena katanya kecil buat dia belajar enak,tp cuma beberapa kali aja belajar,malah sering tak pake mobilnya,, 😁🤭",2025-05-28 16:14:32
Ada kebanggaan tersendiri saat beli baru meskipun belinya lcgc,2025-05-28 16:14:32
"Tiap buka 𝗣𝗨𝗟𝗔𝗨𝗪𝗜𝗡, pikiran lebih enteng.",2025-05-28 16:14:32
Biar aj LCGC..mobil murah bahagia aj..yg terpenting ada mobil..sekian penduduk indonesia..masih susah punya mobil..tdk ada separuhnya yg punya..,2026-02-28 16:14:32
𝙋𝙐𝙇𝘼𝙐𝙒𝙄𝙉 tuh kayak oase di tengah overthinking,2025-05-28 16:14:32
Saya dan bini obrolannya masih seputar Nmax aja 😅,2025-06-28 16:14:32
3:00 mobil ber bone itu apa gan? 😂,2025-05-28 16:14:32
"LCGC yang baru jelas mesin baru. 3-5 thn kedepan ga akan khawatir terhadap mesin (ini no debat lagi ya). Kalo skrng org yg beli mobil second non lcgc tinggal dipantau aja kedepannya gmn maintenance ny.. itu aja sih. Jaman sekarang lo mau ngarepin showroom mobkas jujur, mimpi lo bro . Mau kata mobil sudah diinspeksi 150 titik, lo makan saja tuh titik...",2025-06-28 16:14:32
Alasan saya ga beli LCGC karna uang saya ga ada coba ad pasti beli LCGC yg paling minim pitur biar lebih murahh😂😂,2025-11-28 16:14:32
Suzuki selalu jadi Alternative,2025-05-28 16:14:32
02:55 P U L A U W I N tempat ngetawain nasib bareng,2025-05-28 16:14:32
"Dulu skeptis, sekarang malah betah di 𝓟𝓤𝓛𝓐𝓤𝓦𝓘𝓝.",2025-05-28 16:14:32
"Semua kembali ke harga, harga bergantung supply and demand",2025-06-28 16:14:32
Suka suka yang beli dong,2025-06-28 16:14:32
😊Lcgc kebanyakan mobil buruh pabrik biasa..  Pajero yang karyawan swasta kantoran..  Alphard/velfire pengusaha 😊,2025-06-28 16:14:32
Mending Polytron listriknya bisa dipake buat powerbank jualan apapun wkwkwk,2025-05-28 16:14:32
"Kalau Q tertarik 2 produksi Japan yaitu""Toyota & Mitsubishi""Yaris, Avanza, Fortuner,Hilux,Vigo & Mirage, Xpandel,Xforce,Triton,Outlander.manual, matic, CVT dan lain.",2025-05-28 16:14:32
"𝗣𝗨𝗟𝗔𝗨𝗪𝗜𝗡 bukan sekadar tempat, tapi pelarian jiwa",2025-05-28 16:14:32
Hidup LCGC 🎉🎉🎉,2025-07-28 16:14:32
betul....apa lg yg 1000cc....sampai saat ini msh menunggu kenaikan BBM...ttp paling irit,2025-07-28 16:14:32
"zaman ekonomi sulit mobil irit yg lebih dicari, kedua kalo diperkotaan cocoknya mobil kecil karena bisa masuk gg sempit.",2025-05-28 16:14:32
"10 tahun pake lcgc (agya) sampai sekarang aman2 saja. pokoknya rajin perawatan, rutin servis. terutama kaki2.. minus ni mobil kaki2 ringkih, body tipiss, mesin bandel udah 200rb km.. + harga servis/sparepartnya tergolong murah. pakailah sewajarnya, jgn buat kebut2an.  tapi buset dah harga lcgc tahun 2025 ini gila juga yah. dulu 2015 rasanya masih 100jt lebih dikit. sekarang kena inflasi hmpir 200jt.. mikir2 dahh kalau beli mobil baru.. atau syukurin aja yg kita punya..",2025-05-28 16:14:32
Puncak lawak dunia LCGC adanya Agya dengan type Gr Sport 😂,2025-05-28 16:14:32
Lcgc lovers nyimak,2025-05-28 16:14:32
200jt msh bs dapet avanza atau xpander kualitas jelas di atas Lcgc + 7 seater,2025-05-28 16:14:32
"Seken tp LCGC, 😅 maklum mobil pertama, mobil basic, tp seru untuk dimodifikasi,",2025-05-28 16:14:32
Biasanya pasti ASAL NGGAK KEPANASAN KEHUJANAN 😂,2025-05-28 16:14:32
2:55 nutup komen judol,2025-06-28 16:14:32
"Kasian warga Konoha, terus menerus di bodohin / dipaksa bodoh & ironisnya Mauuuuuu pula malah ngebelainnn 😢😢😢😢",2025-05-28 16:14:32
Gak punya budget tapi pengen beli mobil lahirlah LCGC kredit 😂,2026-01-28 16:14:32
6:38 karena orang yg beli bekas pilih mobil yg spek tinggi,2025-07-28 16:14:32
Bang bahas dong knp sebagian org pada suka parfum mobil rasa jeruk 😄,2025-06-28 16:14:32
Kalau punya 200jt buat beli mobil Yg pasti gk bakal milih ginian Lebih milih rush atau terios 2018/19,2025-05-28 16:14:32
Baleno yang didiskon biasanya mobil display atau yang diproduksi ditahun sebelumnya atau dijual di akhir taun. Itu kata sales Suzuki.,2025-06-28 16:14:32
Melihat penjualan Atto 1 yang menembus 30 ribuan unit di tahun 2025 secara nasional. Maka ada waktunya nanti orang Indonesia akan sangat menghindari penjualan mobil LCGC. Terkecuali ditawarkan Hibrid. Mungkin akan berimbang,2026-01-28 16:14:32
Terserah orangnya min dia yg mau beli,2025-06-28 16:14:32
Korban cuci otak.. Lcgc murah handal..,2025-05-28 16:14:33
Klo ertiga ACnya gk terlalu bahkan gak bau acnya,2025-06-28 16:14:33
"Lebih asik mantau komennya 😂😂  Kaum mendang mending pada kumpul.  😂😂 "" daripada beli LCGC gw mending beli Mustang ""  ,   "" Daripada beli R3 mending beli Alpard "" ,  "" daripada beli Xenia mending beli Ferrari ""     😂😂😂  pdhl tiap orang punya butuh nya masing2.   Kebanyakan biasanya si yg ngmg mendang mending cm komentator di pinggir jln yg malah mgkn g pnya mobil krn sibuk bandingin jd kaga beli2. Mo beli onoh.. Takut bgini... Mo beli inih... Takut bgitu... 😂😂😂",2025-05-28 16:14:33
Yg penting bisa kredit,2025-06-28 16:14:33
"Setelah melihat video dan komentar disini, saya jd lbh yakin untuk beli lcgc baru dr pd mobil second.",2025-06-28 16:14:33
Justru masalah AC dhaihatsu udah pake DENSO lebih dingin di bandingkan honda n gk gampang rewel,2025-05-28 16:14:33
"Sekilas keliatan biasa, tapi 𝘗𝘜𝘓𝘈𝘜𝘞𝘐𝘕 tuh beda.",2025-05-28 16:14:33
Kalau saya mnding beli Bekas.. Contoh ertiga 2016. Yg penting jgn gengsi beli mobil Bekas,2025-05-28 16:14:33
Pernah naik mobil  lcgc logo T. saudara  Punya. Luar biasa berisiknya didalam kabin mobilnya seperti mau copot interiornya. Dan telinga terasa sakit akibat berisiknya yang luar biasa padahal mobilnya masih tergolong baru,2025-08-28 16:14:33
"LCGC Langka Cuy Green Car  Warnanya cuma HITAM PUTIH MERAH, jarang bahkan langka warna hijau. 😂",2025-06-28 16:14:33
"Sedang menunggu mobil teknologi 90 an ,n 800 cc,  4 penumpang , utk buruh bergaji UMR dan PNS jujur berbakti makan ati....piss , no offense",2025-06-28 16:14:33
"alasan saya pilih lcgc sprti agya 2023 karena fiturnya lebih banyak dan bodynya compact irit enak nyalip2 lincah.. punya hsa,stabilty control,paddle shift, torsinya enak stop n go... saya dirumah ada ertiga juga jd ngapain beli mobil 3 row lagi.. banyak mobil non lcgc seken tapi rasanya udah gak enak, aplgi yg udah pernah diremap siap2 aja mesinnya knp2 kedepan..",2025-05-28 16:14:33
Jangan lupa pajak tahunan juga murah 😅,2025-05-28 16:14:33
Brio bekas jual gampang cukk😂😂😂😂,2025-06-28 16:14:33
"padahal civic bekas tahun 2010 keatas harganya udah 200jt-an, lebih kenceng, lebih keren & timeless",2025-05-28 16:14:33
sigra bulan ini kata dealernya laku gila2an wkwkwk,2025-05-28 16:14:33
Sekarang lagi ngumpulin modal mau trade agya ke baleno/ertiga 😊,2025-05-28 16:14:33
200jt mending mobilnsecond non lcgc' drpda body krupuk khas lcgc😂,2025-06-28 16:14:33
Mobil rusuh,2025-05-28 16:14:33
Gua mah ga peduli yang penting muat banyak barang bisa dipake dagang,2025-06-28 16:14:33
"Alasan beli lcgc baru worry free maintenance untuk 5 bahkan 10thn kedepan paling ganti cuma fast moving part doang, dan yg terpenting pajaknya murah!",2025-07-28 16:14:34
Brio S Satya Manual dah 185jt weh,2025-06-28 16:14:34
"190 jt udah dpt pajero built up, gagah nyaman, tp minumnya solardex 😭😭",2025-07-28 16:14:34
pajak masih murah jazzgd3 gua. cuman 1jt. nyaman.adem. meski tua :v,2025-06-28 16:14:34
"𝙋𝙐𝙇𝘼𝙐𝙒𝙄𝙉, sekali coba langsung nyangkut",2025-05-28 16:14:34
ev is the new lcgc,2025-05-28 16:14:34
Cuma 3 alasan Kredit 70% Mobil baru 10% Minim literasi 20%,2025-05-28 16:14:34
Kartel otomotif,2025-05-28 16:14:34
Gw lebih pilih beli avanza gen 1 bekas dari pada  beli lcgc,2025-11-28 16:14:34
Kaum menengah ke bawah :   - irit - awet - pajak murah - part murah - re sale value   Dan ini LCGC jawaban nya 😊,2025-06-28 16:14:34
"Menurut saya poinnya adalah : Daripada membeli LCGC dengan harga /budget tinggi, lebih baik mencari mobil second yang kelasny lebih tinggi, cma ya klo mobil second tentu dengan cek n ricek yang baik. Pengalaman saya, awalny ingin membeli LCGC, tp krna sabar mencari info sana sini, akhirnya berjodoh sm Xenia R MT 150. Second sih, Des 2023, 210juta . Pemakaian dalam kota.",2025-05-28 16:14:34
LCGC MAYORITAS LANE HOGER NYUSAHIN ORANG LAIN 🗿,2025-05-28 16:14:34
Skrg sudah tidak ada mobil murah karna di atas 200 juta yg murah mobil bekas,2025-05-28 16:14:34
Kenapa ga wuling?,2025-05-28 16:14:34
Cman nyimak saja intiny sesuaikan uang yg kita punya jgn bilang mending.. Klau bilang mnding dpksakan bli mobil di atas LCGC yg ad hutang lgi. Bli lcgc tetapi gk hutang itu sudah kebanggan sendiri... Okey 👍👍👍,2025-05-28 16:14:34
02:47 ini gimana caranya gan tolong bantuannya,2025-06-28 16:14:34
"ya terserah org bang, mau bli lcgc kek apa kek..",2025-06-28 16:14:34
"Tahun 2018 saya beli LCGC karena faktor fungsi, garasi dan istri. Pilihan waktu itu ada 2. Beli Ayla 1.2 atau Wuling Confero dengan harga 130 jutaan. Akhirnya pilih LCGC karena muat di garasi dan istri suka untuk belajar mengemudi. Mobil sebelumnya Galant V6. LCGC memang nggak nyaman, tapi untuk fungsi terpenuhi. Irit meski pakai Pertamax. Perawatan mudah dan partnya murah banyak pilihan aftermarketnya.",2025-07-28 16:14:34
"Dulu sempet nyoba daihatsu sigra 2019 sama innova lama 2005 , untuk bbm memang jauh irit sigra , tapi medan rumah saya gunung dan sering bawa penumpang full, ketika bawa sigra perjalanan di atas 3 jam penumpang pada ngeluh, entah mabuk capek linu pegel"" , next time nyoba bawa innova punya saudara alhasil bobok nyenyak semua, akhirnya saya ambil innova nya meskipun BBM nya lumayan terasa 1:10 luar kota",2025-05-28 16:14:34
"Harga udah ga ngotak, di tempat saya kalteng, tipe terendah Agya MT 2024 udah 215juta..",2025-05-28 16:14:34
"5:40 ah nggak juga, saya pake Karimun Estilo 3silinder dari Kendal - Cirebon - Kuningan - Panjalu - Garut - Tasik - Purwokerto - Pemalang - Kendal dg metode full to full bisa tuh dapet 1:18.5 (lu tau sendiri lah medannya seperti apa)",2025-05-28 16:14:37
Agya balap 😅🤣😂,2026-02-28 16:14:37
"sama tmn2 gw nyaranin beli calya baru,tpi gw lbh milih avanza veloz 2020 dngan.harga 180an",2025-06-28 16:14:37
Bang bahas apakah motuba word it untuk di miliki saat ini. Dan motuba yg rekomen apa aja kisaran harga 30- 60 jutaan,2025-05-28 16:14:37
Wkwkwk Kirom tuku lcgc,2025-05-28 16:14:37
Mobil baru cuma utk org kaya. Karena keluar gerbang dealer langsung ilang 5%,2025-06-28 16:14:37
"jual agya 2014, sambil ada rejeki ada tambahan dana alhamdulilah bisa kebeli Avanza 2020, walaupun bekas avanza type G 2020 tapi berasa banget value for money padahal mobil MPV sederhana aja avanza itu, tapi jauh lebih baik daripada beli LCGC baru",2025-05-28 16:14:37
70-80 jutaan dapet Agya bekas nambah dikit dapet Veloz(140 an jt udah ganteng ga limbung),2025-11-28 16:14:37
msh ttp setia dgn yaris bakpao,2025-05-28 16:14:37
Lcgc seken di range harga yang hampir2 sama Ya mendingan yg lain dapet diatasnya dikit lebih nyaman apalagi yg 3 row. Pilihan kaum menengah kebawah Toh cuma beda tahun,2025-05-28 16:14:37
"konsep LCGC itu aja udah gak sesuai lg, over price",2025-05-28 16:14:37
"Waktu pertama mobil LCGC diluncurkan langsung beli, waktu itu tahun 2013/2014 Daihatsu Ayla matic tipe x harganya kalo ngak salah sekitar 120 jt tergolong murah untuk mobil baru sekarang LCGC harga udh ngk wajar, dan pajak mobil juga mahal",2025-06-28 16:14:37
klo menurut gw knp byk yg beli lcgc ya krn gampang nyicilnya dengan dana seadanya wkwk pengalaman gw coba appy mobil lcgc cpet & gampang banget kek nyicil vario wkwk,2025-05-28 16:14:37
"Lcgc masih jadi solusi sih buat taksi onkine, wajar aja masih laku samoe sekarang",2025-05-28 16:14:37
"LCGC tidak pnh salah bang, yang salah ownernya, bawa mobilnya struntulan",2025-05-28 16:14:37
Ini sdah bukan LCGC lagi,2025-05-28 16:14:37
"buat range harga segitu bisa dapet yang lebih enak loh, katakan lah sekarang 200 juta dapet lcgc tapi kalok sabar sedikit bisa dapet innova barong diesel 😅",2025-05-28 16:14:37
"Yang ambil LCGC mikir karena dealer banyak, tapi ternyata klo service ke bengkel umum + part kw, Mending ambil suzuki baleno 😂",2025-05-28 16:14:37
02:33 P U L A U W I N bikin lupa tadi kenapa kesel,2025-05-28 16:14:37
Daripada LCGC calya atau sigra saya prefer Veloz RWD GR Sport harganya 200 jutaan mesin 2NR 1500cc sama kayak mesin All new rush dan yaris cross,2025-06-28 16:14:37
Sy pakaj lcgc..tetap berayukur..tsk kehujanan..bs multifungsi..dan bermanfaat bagi sy..tdk perlu gengsi..,2025-06-28 16:14:38
Dulu awalnya dibilang lcgc krn harganya dibawah 100 jt...ayla cuma 80 jtan...,2025-05-28 16:14:38
"Mobilnya Kecil, CC Mesin Kecil 1.000 cc - 1.200 cc, Irit Bensinnya, dan lain-lain. Lebih ke Mobil Rakyat lah begitu.",2025-06-28 16:14:38
Mending beli second non LCGC daripada new LCGC.,2025-06-28 16:14:38
"Ya tergantung di showroom teman gua paling laku tetap LCGC nya brio satya, udah kayak jualan kacang, giliran stok kosong pusing tata ke showroom sebelah",2025-05-28 16:14:38
yg jelas mbl apa aja bagi kami kaum susah duit tetap lebih baik daripada kami sehari hari naik motor,2025-05-28 16:14:38
"Ayla, Agya, Brio mudah di jual",2025-09-28 16:14:38
"Wagon R termasuk LCGC kan.. memang harus diakui limbung, kabin berisik, tenaga atas ngos ngosan, tapi kelebihan nya ketika dipake worry free.. ketimbang Galant tua saya yang ketika dipakai, mata harus mantengin jarum temperatur melulu, pas check engine nyala keringat dingin😂😂",2025-05-28 16:14:38
05:00 P U L A U W I N bisa jadi tempat nenangin kepala,2025-05-28 16:14:38
"Kebanyakan orang beli lcgc buat usaha misal rental mobil, itu no1....yg kedua banyak yg ngira calya lebih tinggi kelasnya dibanding avanza, itu pertama kali keluar ya calya nya...dan yg ketiga kebanyakan orang beli mobil gk ngerti yg mereka beli itu lcgc dan lebih parah lagi mereka itu gk ngerti apa itu lcgc 😂😂  Btw klo saya punya uang segitu saya akan pertimbangkan mobil yg lebih bagus dan lebih manusiawi daripada lcgc walaupun second",2025-06-28 16:14:38
"saya drever dan sudah biasa bawa berbagai jenis mobil, saya dan saya pemakai LCGC ayla tahun 2023, menurut saya ayla tahun 2023 udah nyaman banget",2025-05-28 16:14:38
"Harga ayla r 1,2 area papua 2ratus juta lebih banyak😂 apa daya cuma mampu beli itu 😂",2025-05-28 16:14:38
Mobil LCGC 5 seater itu mobil jangka pendek karna ujung² dijual lagi buat beli 7 seater  MPV,2025-05-28 16:14:38
"Temen saya punya duit buat beli lcgc baru secara tunai sebagai mobil pertama, tapi dia lebih pilih Grand livina XV 1.5 AT tahun 2012. Walaupun peremajaan sana sini plus modif2 karena duit sisa banyak, tp katanya puas dan nyaman. Ilmu permobilan otomatis nambah karena wajib bisa merawat.  Lcgc memang ga masuk logika, mahal tapi kualitas dan fitur minim, bahkan sama mobil 90an",2025-06-28 16:14:38
mending all new sirion 😂,2025-05-28 16:14:38
Mending pakai mobil china terjangkau kwalitas sudah standar Internasional model beragam.,2025-07-28 16:14:38
Kalau gua first buyer beli mobil LCGC nggak pusing perawatan bensin irit sparepart melimpah dan Dila mau dijual kembali harganya stabil,2025-05-28 16:14:38
Boboro kebeli mobil😅 Motor nmx aja  ga kebeli,2025-05-28 16:14:38
Ini berdasarkan survey dipulau Jawa ya Bang? Cb abangnys survey harga di Indonesia Timur Papua. LCGC hampir 300 Juta. Sedangkan Non LCGC direntang 350-400+.,2025-05-28 16:14:38
"Gaji lebih lambat naiknya, ya mau gimana beli mobil yg 300+",2025-05-28 16:14:38
"gw mending bmw f30 Bekas njir, alasannya karena ga suka yang pasaran",2025-05-28 16:14:39
"karena konoha sdm rendah....diboongin terus sama pemerintah, produsen, pengusaha, preman, ...",2025-06-28 16:14:39
"Setelah gue bandingkan semua mobil dg harga dibawah 200jt dr LCGC sampai non LCGC bekas, dari biaya perawatan, pajak, biaya operasional dll ....akhirnya gue putuskan beli sapi aja buat qurban.",2025-06-28 16:14:39
"Gw bukan user baru, tp tetep pilih lcgc ...soalnya uangnya ckup buat itu",2025-05-28 16:14:39
"Saya beli mobil LCGC buat pribadi om, bukan buat ngegrab.",2025-05-28 16:14:39
sy pakai ignis dr 2017.nyaman aja sesuai harga.irit.dan mau ganti jimny 3 doors.buat keluarga cm 3 orang mobil kecil ok.dan sy sudah pernah pakai lcgc merk sy sensor diahasut dan datsonsss😅.dan tidak akan pakai lcgc lagi.,2025-05-28 16:14:39
Sekedar sharing aj Pernah ada duit 900 jt Sy malah beli mobil cm xtrail tua Krn suka aja  Ada lg budget 300 an Malah sy pilih beli lancer cs 5 n accord sedan  Sy n istri sama prinsipnya Mobil beli cash aja non utang  Trus prefer beli mobil premium tp mobkas drpd baru tp lcgc krn fitur feeling n keamanan sih  Better beli mobkas tp dulunya mahal n premium drpd lcgc kelas bawah yg low fitur n minim keamanan tp murah  Ga enak feel nyetir nya😂 Lcgc mah mau diapain juga  Dipake harian feel ga enak Pintu ringan kek kaleng krupuk Bagasi sempit Dashboard kuno,2025-06-28 16:14:39
Bang bikin video top 10 mobil taksi online (menurut pendapat pribadi terlepas dari kenyataannya pasar),2025-05-28 16:14:39
"Ha ha, konsumen sdh tahu, calya sigra agya ayla lebih irit bandel, saya pake ayla calya sigra sdh 10 th, jual beli lagi yg sama. Makanya market leader masih di lgcc. Nggak ada gengsi yg penting irit bandel.",2025-06-28 16:14:39
Sy jual sigra 2018 type R deluxe. Baru 1 hari langsung terjual kembali kt pedagangnya....😂,2025-05-28 16:14:39
00:59  P U L A U W I N  udah kayak temen curhat,2025-05-28 16:14:39
Kalau gitu xl7 sekarang bisa dapat di harga berapaan ya?,2025-06-28 16:14:39
kalau pemula beli mobil crossover boleh gak ?,2025-06-28 16:14:39
Mobil oadong odong .... cuma di indoneisa,2025-07-28 16:14:39
"LCGC itu adalah program pemerintah yg tidak berguna... Dulu dibilang nya ramah lingkungan, padahal yg beli mobil lcgc kebanyakan para jamet yg suka gonta ganti knalpot sehingga catalic nya tak terpakai. Trus yg make nya juga sembarangan... Merawat nya sembarangan, nyetir nya sembarangan, bahkan parkir nya sembarangan. Daripada beli brio atau agya tipe tertinggi yg harga nya mendekati, bahkan diatas 200jt mending beli baleno hb yg lebih berwibawah Dan juga daripada beli calya/sigra tipe tertinggi yg terkenal under power, modelnya jelek dan kabin nya gak luas2 amat, mending beli wuling confero atau formo yg benar2 bertenaga dan kabin super lega layak nya sebuah mobil. Mungkin LCGC saat ini angka penjualan nya tinggi, tapi kita semua tidak tau kalau tidak semua mobil lcgc itu dibeli cash, ada juga yg kreditan dan banyak juga yg sudah ditarik lagi oleh dealer atau leasing karena gak mampu bayar cicilan bahkan ada pula yg jadi mobil bodong... Jadi angka penjualan tsb belum tentu semua mobil2 yg terjual itu sudah lunas",2025-05-28 16:14:39
03:47 P U L A U W I N tempat pelarian yang lumayan waras,2025-05-28 16:14:39
Jual brio 1 minggu laku.,2025-05-28 16:14:39
200 juta udah dapet Pajero 2012 klo mau tambah dikit dapat yg 2015 udah gagah Pajero lagi gengsi nya dapet tetot tetot pula😅,2025-05-28 16:14:39
video ini tidak berlaku untuk Brio Satya,2025-05-28 16:14:39
"admin, sekarang masih jual beli mobil second gak?",2025-06-28 16:14:39
