review,tanggal komentar
"Mau mobil LCGC apa kagak yg penting jgn lupa bayar pajak, mobil di service rutin, bbm nya Pertamax, klu nyetir jgn ugal2an, jalan masih milik umum gak usah sok2an merasa jln milik pribadi, mau beli cash/kredit monggo sesuaikan dg budget masing2, intinya jangan boncos,,,dan jgn sampai kendaraan di tarik debt collector jk kredit macet",2024-01-07 17:01:59
"pernah ada uang cukup buat LCGC, tp lebih ambil Toyota Ist 2003 CBU Jepang  matic waktu itu 80jt, bensin DK 1:14 LK 1:18. skrg ganti escudo 1996, bensin 1:8 DK, LK 1:13.. balik lg kebutuhan, kenapa ambil escudo, krn pajak lebih murah😂😂... kerja..?? Motoran aja Pake Vario...",2024-01-07 16:19:08
Pajak nya berapa bang serius nanya?!!,2024-01-07 03:40:36
Mobil saya non LCGC tp perawatan dan keiritan setingkat LCGC bahkan bisa dibawah LCGC biaya perawatannya..,2024-01-07 02:57:42
alasanku pgn brio 🥺🥺🥺,2024-01-06 07:47:04
org indo mostly gengsinya selangit,2024-01-06 02:13:09
Brio emg irit bet 😢,2024-01-06 01:18:46
"bukah sahabat SPBU, merasa kesinggung terrano ku😂",2024-01-05 11:14:05
"Mau bilang team lcgc tapi kendaraanku beat, berarti lebih low cost lagi😂",2024-01-05 05:54:53
"Loh bukanya Brio city car bukan LCGC,saya punya Brio CBU 1300cc itu termasuk LCGC juga ?",2024-01-05 04:46:42
Gue tim brio hemat pooollll sukaa bnget ramah di kantong dan ramah di spbu 😂,2024-01-05 02:49:08
"1 liter ga sampe 20km, 16km paling",2024-01-04 22:07:49
Brp,2024-01-04 16:10:54
"Bukan masalah gengsi, masalahnya keluargaku pada mabok naik mobil LCGC. Aku mah suka2 aja yg bawa gak ada bedanya. Tapi entah kenapa keluargaku pada mabok semua. Akhirnya jual dan beli innova tahun lebih tua. Katanya nyaman dan gak bikin mabok mobilnya. Akhirnya saya jg jatuh hati dengan kenyamannannya. Sekali lagi beli mobil boros dan mewah bukan karena gengsi, tapi karena emang banyak fitur yg di tawarkan oleh mobil tersebut",2024-01-04 14:48:51
"Beneran nanya,apaan sih kepanjangan LCGC?🤭",2024-01-04 13:35:49
"Mau mobil LCGC atau bukan, semua itu pilihan masing-masing dan sesuai kemampuan. Sebenernya bukan ke tidak suka mobilnya sih, tapi lebih ke oknum pengendaranya yg hampir setiap hari saya temui di jalan merasa bisa selap selip seperti motor jadi buat makin macet jalan yg sudah macet.",2024-01-04 11:33:15
Tim lcgc mobilio😂,2024-01-04 10:34:12
brio ramah di dompet🥰,2024-01-04 08:54:41
Owalah ud bisa beli mobil aja alhamdulillah bgd.. Sngat bersyukurrr,2024-01-04 06:16:22
Bismillah Smoga ke beli🤲,2024-01-04 05:53:25
kalo karimun estillo masuk LCGC ga min?,2024-01-04 03:49:46
"Persis kayak Brio ku dulu ini pas kuliah.. irit, sat set, dalam kota oke luar kota juga gak rewel, manuver oke",2024-01-04 01:21:21
Tim Brio gen 1 sebelum satya 1:11 cung 👆🏼😂,2024-01-04 00:57:21
"Karna rata2 yg naek lcgc baru perpindahan dr naek motor, bawa mobilnya jd kyk bawa motor, ngawur dan pecicilan",2024-01-04 00:46:18
"Kok bisa sampe 20 kmL, punya saya cuma bisa 15 kmL😢",2024-01-03 23:07:21
Gemlodag,2024-01-03 19:59:28
Hidup kok hanya untuk merendahkan dan menjelekkan orang lain... Kayak dirinya paling hebat aja,2024-01-03 15:01:05
"Saya suka mobil kecil macam begini....Brio, Picanto, Datsun sama Agya baru juga keren.....tpi keluarga nyuruh beli yg 7 seater....pdhal mobil kecil gni enak buat jalan""....buat luar kota dket"" juga enak...apalagi brio enak banget tuh",2024-01-03 14:05:04
Ngapain beli lcgc??? KATA ORANG YANG KAGAK PUNYA MOBIL😂,2024-01-03 13:15:45
Coba DP + Cicilan nya kak DM.,2024-01-03 12:55:23
Di kampung punya brio udah bisa borong cewek min,2024-01-03 12:38:27
"Ya gimana ya, mau beli brio tp duitnya kurang jdnya beli jazz lama 🤣",2024-01-03 12:10:55
Galau pengen lcgc apa mobil listrik buat second car anter jemput bocil,2024-01-03 12:10:43
Harga?,2024-01-03 10:58:21
Aku yang pengen beli mobil Brio atau gak Rush 😅,2024-01-03 10:12:16
"Saya kepingin banget brio baru, tp apalah daya sepeda aja gak dibeliin 😂",2024-01-03 09:45:13
Cek harga,2024-01-03 09:26:24
"Cuma punya avanza 2017 tp konsumsi bensin aja bisa 19,5 km 😂😂😂",2024-01-03 09:08:16
Lcgc brio,2024-01-03 08:36:29
Brio ini CBU Thailand kan?,2024-01-03 07:55:01
Gua pribadi suka LCGC tpi yg g gua suka kadang pengemudinya yang satset sembarangan,2024-01-03 07:46:22
Yang punya LCGC biasanya udah punya mobil leboh dari 1 wkwkw,2024-01-03 05:50:22
"Minimal sensor bensin nya jangan sampe nyala lah, 😂",2024-01-03 05:32:42
Kiw @kangacp,2024-01-03 05:19:31
@wahidmobil.id brio bukan LCGC .,2024-01-03 04:26:29
Rata2 yang ngomong gitu... Mobilnya Xenia 2010,2024-01-02 16:21:08
"Padahal yg pake LCGC tuh bisa jadi mobilnya lebih dari satu & belom lagi kendaraan jenis yg lainnya.. rata2 pake LCGC klo buat dalam kota emg lebih enak buat harian. Kayak ak pake brio manual yg terbaru meski ada mobil matic dirumah 😁 pake & beli mobil tuh sesuain kebutuhan serta kemampuan, gak perlu gengsi asal masih bagus & layak dipake. Bisa pake LCGC bisa juga beli mobil yg gak LCGC cash gak perlu kredit jadi apa mereka mengira yg pake LCGC tuh gak mampu beli mobil mewah yg laen 🤔🤭 "" Don't judge a book by its cover """,2024-01-02 15:53:21
Dm harga,2024-01-02 15:20:31
Tim LCGC Altis 2002,2024-01-02 15:13:34
Kak tolong dm harga & cicilannya,2024-01-02 14:54:50
Kek mobil saya 😂,2024-01-02 14:53:54
Kalau di-DP gimana om?,2024-01-02 14:33:20
