review,tanggal komentar
murah2 barunya 140 juta . itu bisa beli zx 25 r dapat kembalian,9/9/2025 19:55
"aku yg blm punya mobil,punya gini aja udah bersyukur bgt ya Alloh",9/9/2025 3:15
saya punya itu aja sdah bersukur sekali,9/13/2025 2:00
cocok buat istri tercinta. apalagi bawanya cuma di dalam kota saja,10/2/2025 1:43
alhamdulilah mobill enak gak rewell ramah di kantong🥰,9/5/2025 15:12
Bjir mobil gw😭,10/17/2025 16:31
bahas Datsun go+ 3 baris bang,9/8/2025 20:12
gw mah bersyukur aja ... yg penting gak kehujanan GK kepanasan. Sigra singada lawan🥰,9/27/2025 15:09
sigra the best,9/5/2025 4:10
Alhamdulillah.. bersyukur biar Sigra juga,10/15/2025 5:11
pake calya buat gocar. 3 tahun lunas 🤝,9/18/2025 6:45
pesan ojol aku kadang dapat nya Daihatsu Terios baru kadang Avanza,11/20/2025 11:44
"di nikmatin aja lah yg penting cash,dari pada beli rush tapi credit🤣",9/8/2025 14:51
"Alhamdulillah apapun mobilnya, karena masih banyak orang yang mengimpiankan punya mobil",9/8/2025 8:24
"ya gmna umur 27 punya begini, ga teriak makk pakkk udh alhamdulillah 🔥",9/6/2025 11:17
"punyaku calya,enak tuh,yg penting d jln yg rata dan bagus,dari pada naik motor kepanasan dan kehujanan di kala musim nya...",9/14/2025 14:47
bang..!! tolong roasting all new terios 2024 donk 😁 punyaku terios..,11/26/2025 23:05
"jangan roasting Karimun wagon ya bang,nanti ane nangis di pojokan",10/17/2025 9:55
"yg penting Bandung Jakarta Masih bisa ditempuh calya dua-jam lah,beda setengah jam lebih lambat sama sodara gw yg pake Pajero",10/15/2025 17:34
"fakta yang sulit di terima, saya salah 1 pemilik calya, tapi bersyukur aja udah ada kendaraan buat bawah keluarga tampa kehujanan & kepanasan.",10/2/2025 8:28
iya bener wkt pesen 1 kelompok sama fortuner terus byd berharap byd yg datang eee sigra yg datang😅,9/24/2025 7:34
"Di unit ini ada sedikit uji pengalaman bawa aja, terlepas biasa bawa Cc besar.. bawa unit ini seperti belajar bawa mobil,kalau gak sesuai RPM nya agak banting kelep jadi nya.. namun kalau biasa bawa Cc kecil pasti Gaya mengemudi dan penjiwaan ke mesin jadi lebih mantap lagi.. apa lagi bawa Cc Besar🙏",12/7/2025 7:45
pengen punya.... aamiin,11/20/2025 9:43
mobilnya biasa uangnya luar biasa anda punya apa bro,10/29/2025 5:20
Gpp asal bersyukur,10/25/2025 14:00
mura apaan kalau 200 juta 🤭🤭,11/2/2025 12:40
mobilio om,10/30/2025 16:23
"AC blkng kipas angin, kl siang2, muatan penuh, aduh...",10/24/2025 10:39
HONDA STREAM 2002,10/11/2025 15:52
yg penting g keujanan dan kepanasan ..emang di bawa mati,10/30/2025 7:18
"yang penting tidak kehujanan bayar lunas baru , gak mikir hutang apa kridit ya, plong pikiran ya, bagaimana pendapatmu mas",10/29/2025 13:49
kalau mau nyaman beli pesawat,11/16/2025 0:53
Ertiga coba bang,11/23/2025 23:10
suka panas,10/30/2025 4:03
bagi aku alhamdulillah bg 🙏 bersyukur ap adnya semoga aku bisa dapt beli mobil 🚗amin,9/11/2025 4:30
mobil orag terkaya di bumi .ni min yg dak bisa buat nahan dikit dulu kalau ada mobil mau putar arah depan dia min .pasti lagsung ziq zaq aja ni,9/4/2025 15:52
alakh yg penting gak kehujanan.mampunya cuma itu nikmati aja bersyukur punya mobil,9/6/2025 9:27
