review,tanggal komentar
Om test avanza 1.5 fwd pengen tau pov driving sensasi nya,2023-06-19 08:53:37
Kalo gua nonton video ini smbil pejamkan mata bneran kayak nonton chnel nya om MOBI,2023-06-19 08:53:37
"Semoga bisa kebeli mobil, kasian anak istri kalo kemana mana kadang kepanasan, kehujanan, belum lagi debu 😢",2024-06-19 08:53:37
Yah saya agak telat nih bang liat videonya. Bang mau nanya bang mobil brio ini kalau  buat di tanjakan bandel enggax bang kalau buat nanjak,2024-06-19 08:53:37
"dulu sy juga pemakai brio,, handling memang oke,, fine tuning banget.. tp shocknya tergolong sangat keras,, apalagi kalau ada lubang,, gubraknya bikin kaget ky ban copot.. tp klo jalan alus ayunannya empuk,, ya khas honda begitu kebanyakan.. coba agya ayla old datsun,, tetep brio terbaik dr driving quality. tp semenjak ada agya ayla new mnrt sy brio sudah kalah,, dr segi handling dan ergonomi agya ayla jg sama ky brio,, tidak terlalu gubrak dan road noise jg,, udh hsa yg bantu ditanjakan dan vsa yg bikin mencegah dr oleng dan dual gear cvt terbukti kuat tanjakan dan aksel dr brio dan yg agya udh tiptronic paddle shift jelas fun to drive paddle shift sangat jauh lbh asyik drpd brio.. sy pikir brio akan dpt paddle shift hsa dan vsa ternyata engga.",2023-06-19 08:53:37
"pintu bagian belakang kanan ratling, punya saya dan punya saudara sama",2023-06-19 08:53:37
Review wuling alvez dong,2024-06-19 08:53:37
request cobain sirion 2023 juga dong om haha,2023-06-19 08:53:37
Trimakasih review nya bang sangat sesuai dgn apa kata hati saya.. & alhamdulillah saya sudah kebeli brio RS green lime 2 minggu yg lalu stlah toyota calya saya terjual. saya nimbrung dikolom komentar stlah saya bisa kebeli. Sebelumya sudah nnton brkali² tp blm brani ikut komen.. 😃😁,2024-06-19 08:53:37
Kalo ganti klakson after market apakah mengugurkan garansi Honda?,2024-06-19 08:53:37
"Bang.. Sarannya lagi bingung nib, lebih Brio satya 1.2  E mt atau raize G 1.2 mt. Baik dr performa, ketahanan masa pakai & kualitas mesin.",2024-06-19 08:53:37
Bang coba review baleno hastcback terbaru,2023-06-19 08:53:37
Jd kangen brioku yg kujual murah gara2 lg butuh duit 😥 mana baru 2 bulan pake pula 😂,2024-06-19 08:53:37
tingkat keiritannya sama dengan agya ayla matic at 1200cc dong,2024-06-19 08:53:37
"Om, compare dengan WRV dari sisi driving feel dan kenyamanan gimana?",2023-06-19 08:53:37
"diharga segitu, agya G CVT non TCO sangat menggiurkan hehehe",2023-06-19 08:53:37
"makin bersyukur sudah pilih brio, sebagai perempuan yg krg paham perotomotifan pilih mobil brio hanya dr bentuk aja ternyata banyak jg kelebihannya 😂",2024-06-19 08:53:37
"Se7, dulu kata bokap sedan is the best, ogut prefer hatcback is the best 4 present time 👍",2023-06-19 08:53:37
"Admin, mohon dijawab ya, kekedapan kabinnya apakah sangat parah? Dibawah 60 km gimana? Apakah tambah peredam full body setelah beli bisa menjadi solusi?",2024-06-19 08:53:37
Nggak ada layar HU nya yaaa om ? Hanya untuk type RS yg ada ya ?,2026-02-19 08:53:42
Di Taro di Kasongan bisa gak Bos... Brio RS Merah Punya Mei.,2024-06-19 08:53:42
"Masih bingung s/d detik ini om, mondar mandir nonton video review om Agya G CVT atau Brio Satya E CVT.. hahaha",2024-06-19 08:53:42
"lebih dari cukup om buat harian, buat pp ngantor dari bekasi-sudirman average dapet 1:18km/l & saya pake mudik setahun sekali bekasi-tasikmalaya, bisa dapat 1:22,5km/l, bensin selalu pake ron 92, berdasarkan pengalaman pribadi. untuk soal menanjak selama mudik gak pernah ada kendala tiap lewat nagreg stop & go, selalu diisi 4 orang + bawaan barang di bagasi. modifikasi cuman velg udah diganti pake velg oem gk5 tipe s ring15 (185/55) & headlamp udah ganti led. sekarang km udah 63rb, perawatan rutin aja servis berkala, kendala cuman di karet support depan aja sudah diganti, sisanya aman. salam user brio 2019 e m/t om. 😁🙏",2024-06-19 08:53:42
"Saya pilih beli all new agya, fiturnya lebih banyak.",2024-06-19 08:53:42
"Bang yg facelift kan ga ada fog lamp, bisa di akalin nambahin ke bengkel ga sih ?? Sedih",2023-06-19 08:53:42
Posisi mengendarainya enakan brio apa agya om,2025-06-19 08:53:42
Bang kasih saran dong kalo mobil buat mudik bagusnya yang mana,2023-06-19 08:53:42
Klo rental mobil paling suka gw bawa yg brio  enak stiran ny,2024-06-19 08:53:42
"Bang mau tanya out of topic, merk koper dan ukurannya apa?",2024-06-19 08:53:42
"Saya baru ambil Brio E CVT awal tahun ini, saat ini sudah upgrade yang sepertinya Driving Indonesia akan suka. Mungkin berminat untuk buat video komparasi?",2023-06-19 08:53:42
"Jadi inget dulu pas pertama nyoba brio, biasa bawa kijang pas nyoba brio njirr berasa tenggelam😂 diem dipinggir truk tangki pertamina berasa duduk dipinggir ban truk tangki",2024-06-19 08:53:42
Ini tuh reviewer nya om mobi bukan sih?,2024-06-19 08:53:42
"Bang...cobain brio yang manualnya bang, pedal2nya apakah sama seperti mobilio manual???karena saya merasakannya posisinya kok kayak gak nyaman aja...beda seperti merk sebelah",2024-06-19 08:53:42
Om! Antara Avanza 1.3 E CVT dan Raize 1.2 G CVT lebih worth it mana? Soalnya Dari segi harga sama2 dibawah 250,2023-06-19 08:53:42
brio rs nya bang yang facelift 2023,2023-06-19 08:53:42
Mendingan Brio apa Daihatsu sirion yg dapat potongan gede seharga Brio e cvt,2024-06-19 08:53:42
dengan harga segitu tetapi tetap menjadi terlaris berarti rayuan honda waktu dibahas di konten mobilio e cvt 2014 preview bisa di katakan berhasil,2024-06-19 08:53:42
"Bang mau nanya, kamera nya di taruh dimana ya?",2023-06-19 08:53:42
Bang Tolong di jawab dong..   Saya mau tanya transmisi S itu sampai gigi brp yaa?   Dan biasanya abangnya kalo di tol mau nyelip mobil dari D apakah harus turun ke S atau bejek gas aja di D...? (Untuk Brio) rencana mau ambil   Saya masih bingung mau ambil CVT atau MT soalnya biasa pake jazz RS CVT dan MT kalo di CVT jazz RS itu ada paddel shift nya jadi enak buat nyelip2 mobil / truk...mobil Temen,2024-06-19 08:53:42
Request all new brv om,2023-06-19 08:53:47
Bg apakah brio ini bisa dan enak di bawa perjalanan jauh? Misalnya antar provinsi (pulkam). Dan apakah setelah itu ada dampak signifikan ke kondisi kendaraan?,2023-06-19 08:53:47
"Yg matic kok agk krg responsif yak padahal baru, ya tapi mendingan sih dri pada sigra matic",2024-06-19 08:53:47
Head unitnya itu bisa disambungin ke apple lewat aux. Gw sering play lagu spotify terus disambungin ke aux bisa kok bang. Nanti display unitnya tulisanya berubah iphone aux.,2024-06-19 08:53:47
Alhamdulillah udah d ganti head unit. Arm rest led. Tinggal ganti velg spoiler sl,2024-06-19 08:53:47
gan coba karimun wagon r..,2024-06-19 08:53:47
request pov jazz ge8 om,2023-06-19 08:53:47
Iya ja aku Smlm.,2024-06-19 08:53:47
Bang Katanya yg satya termasuk LCGC (Low Cost Green Car) bedanya apa ya klo dari sisi mesin lah yg paling vital ?,2024-06-19 08:53:47
"Brio ini kalo logo nya ""H"" miring cerita nya akan beda",2023-06-19 08:53:47
"Yg komeng ini itu.... bukannya belain honda... nurut gw, yang penting punya mobil, apa pun mereknya, gak keujanan/kepanasan. Org yg naek motor aja ngiler pengen punya mobil. Yg gak punya duit kadang mulut sampah, ud ga mampu masih belagak kek mampu. kl byk duit maseh bawel, mendingan beli yg di atas 200-300jt atau milyaran, ada harga ada kualitas. Kl duitnya kelebihan, modif aja semuanya sesuai selera",2024-06-19 08:53:47
"Brio ambil yg satya uda cukup, tinggal upgrade velg oem honda R15, plus ban 185 60 15.. tampilan dapet, pas empuknya dan ngegrip untuk speed tinggi.. jok pocongnya secara ergonomis ms nyaman juga saat mengemudi. Kelemahannya, ac kurang dingin dbandingkan dgn kompetitor d kelasnya. Sudah upgrade kc film dan peredam atap,  ttp terasa kurang dingin.. cvt ok nyaman dikendarainya",2024-06-19 08:53:47
Prasaan jalannya tempat tes drive oto drive deh maaf klo salah 😂,2023-06-19 08:53:47
"Sekarang hanya punya honda revo, dalam nama Yesus kelak punya Honda brio.. Ameenn🥺😇",2024-06-19 08:53:47
Those who use old brv and Mobilio:akhhh males gw sg in jalan yang lagi macet ini nanti dikira gw bawa Brio🥹🥹,2023-06-19 08:53:47
"nyimak, kph bosku bukan kmh",2024-06-19 08:53:47
Brio saya kok kalo nanjak lemot banget gigi 2 nya ya,2024-06-19 08:53:47
kalo ganti bolam jadi LED apa mengugurkan garansi ?,2023-06-19 08:53:47
Wkwkwk gua pake brio dr 2015 ampe skrg.. wkkw ter goda buat ganti brio facelift.. tp masih mikir2 dlu.. krn interior belon ganti,2023-06-19 08:53:47
Kalo pensiunan usia 67 th suka mengemudi....cocok gak ya dg brio ini ?😂😂,2024-06-19 08:53:47
bang cobain yaris bakpao,2023-06-19 08:53:51
Lagi mikir2 nih mo ambil Brio atau Cayla ?,2024-06-19 08:53:51
Arm rest bang...bukan head rest,2024-06-19 08:53:51
"Sebagai penguna brio yg gue rasain suspensinya ga enak banget, posisi duduknya cepet pegel ke pungung, buat yg cvt aga ngelek padahal mobil baru, dan peredamnya ahh 😅. Yah itu ajah kali yg di keluhin dari brio selebihnya ky printilan interior/eksterior tingal modalin dikit nih mobil udah cakep banget",2023-06-19 08:53:51
"Saya pake yg manual, enak klo dah 3000rpm, kyknya settingan ecunya diiritin jd dibawah itu terasa hambar",2023-06-19 08:53:51
"Untuk mobil pertama , brio apa raize om? Hehe",2023-06-19 08:53:51
"Foglamp padahal penting banget apalagi kalau ke daerah yang malem minim penerangan kaya Jonggol atau Bogor sana Kalau ga pake foglamp itu lobang ga akan kelihatan, hahaha",2024-06-19 08:53:51
21:45 saya ttap pke pertamax 🎉,2024-06-19 08:53:51
1200cc itu buat city car. Kl yg 1500cc itu buat city ma luar kota. Kl cuma buat perkotaan mah 1200cc ud cukup. apalagi kl pemula yg baru bisa nyetir. soalnya byk msh pemula tp lagak pk mobil 300jutaan mpe milyaran buntut2nya nabrak gara2 dablek,2024-06-19 08:53:51
Pake brio 2013 e mt avg fuel economy 17km/L tiap hari PP 60KM dan selalu isi pertamax,2024-06-19 08:53:51
"Untuk menggunakan google maps, bisa tuh disambungkan bluetoothnya, kan nanti ada suaranya kan suruh belok ke mana atau berapa ratus meter lagi harus ke mana. hehehe Jadi seperti menggunakan google maps pakai headset kalau pas naik motor. Cara ini cukup efektif.",2024-06-19 08:53:51
Beda 55jt dri rs ke satya E worth Satya gk sih.. 55jt modif sendiri... Lebih bga and puas kaya nya.. Pajak juga lebih murah..,2024-06-19 08:53:51
Karena 4 silindernya laku,2024-06-19 08:53:51
"linear"" apaan si bg, blg aja responsif, org"" lebih familiar dan mudah dipahami wkwkw",2024-06-19 08:53:51
Enak sih tpi overpriced 😞,2023-06-19 08:53:51
om mobi kah?,2024-06-19 08:53:51
Brio hanya kalah oleh ATTO 1.,2025-10-19 08:53:51
"Brio atau agya ? Sama"" tipe terendah",2024-06-19 08:53:51
Bg test agya 2023 g cvt bg,2023-06-19 08:53:51
"Klo menurut saya buat yg dulunya punya mobil tua, masih sah2 aja pilih brio krn lincah, mungil, lega, dan nyetirnya enak. Mobil sebelumnya mungkin kurang enak dr brio. Tp klo yg udah pernah naik mobil tahun muda atau kelas di atasnya ngerasa banyak kelemahan. Tp yg penting bersyukur aja, kadang hidup di atas kadang di bawah",2023-06-19 08:53:51
ini grandwis ya😅,2024-06-19 08:53:56
"Murah Karimun wagon R 😂. Lega kepala kaki ,harga nyampek 75 tergantung tahun.",2024-06-19 08:53:56
Jokes nya garing kang,2023-06-19 08:53:56
Ini test drive di pik 2???? 😂,2024-06-19 08:53:56
"Harus upgrade nih brio di 2023, mesinnya jd berasa lemot bgt dibanding agya/ayla new..",2024-06-19 08:53:56
Itu manual ya bang atau matic?,2024-06-19 08:53:56
Hrv om please..,2024-06-19 08:53:56
"Kalau honda yg terlaris ini kacau, harga tiap tahun naik 10juta. Awal keluar 2018 harga procelist 190juta untuk yg RS. Terakhir yg urbanite harga 240an juta yg RS biasa hampir 240juta.. inilah sbnrnya yg dikeluhkan konsumen.. mentang2 laku, getok harga sampe segitunya.. wkwkwk",2023-06-19 08:53:56
Brio itu lebih dari cukup,2023-06-19 08:53:56
"Kalau aku mending Agya TRD 2019 sih om, soalnya Dari segi harga selisih nya cukup jauh, Agya 2019 aja 130 jutaan sedangkan Brio 2019 masih 170 jutaan, terus aku memutuskan untuk beli Agya TRD 2019 manual warna merah,km baru 20 rb harga nya cuma 130 juta",2023-06-19 08:53:56
mobil tempur wkwk,2024-06-19 08:53:56
"Coba sirion bang , karena dia fitur lebih lengkap , mesin 1300cc , penasaran sama performa , comfortnya dibanding brio ini 😅",2023-06-19 08:53:56
Emang enak sih Brio soalnya untuk yang suka nyetir ok banget,2024-06-19 08:53:56
Brio boring,2023-06-19 08:53:56
Kalo banding sama RS nya gmn bangg ?,2024-06-19 08:53:56
"Lg nyari city car tp koq sekarang pilihannya tipis amat yah, gak kyk dulu msh ada march, mirage dll",2023-06-19 08:53:56
Mahal ngga ganti cvt brio bang,2024-06-19 08:53:56
aku pemuda pemudi pakai crv gen 2 🤣🤣.. sampai orang orang pun heran di kira bapack bapack 😌,2024-06-19 08:53:56
"brio mana ada lawan LCGC lainnya itu terlihat kopong tak berisi,kalau brio terlihat padat,elegan,mewah,,,fitur memang kurang tetapi qualitas mesin dan body baik",2023-06-19 08:53:56
